sample_id	sample_title	variety	time	replicate	qc_status	qc_reason	variety_full	time_factor	qc_A	qc_B	qc_C	PC1	PC2	PC3
GSM3554652_D8R1VripAligned.counts.txt.gz	Day8_Rep1_Vrip	Vrip	8	1	pass		Vitis riparia PI588275	Day8	True	True	True	76.9029454693898	-26.2050109348429	15.5307610498114
GSM3554653_D8R2VripAligned.counts.txt.gz	Day8_Rep2_Vrip	Vrip	8	2	pass		Vitis riparia PI588275	Day8	True	True	True	-15.435368314784	-27.9121252620962	43.4222427859788
GSM3554654_D8R3VripAligned.counts.txt.gz	Day8_Rep3_Vrip	Vrip	8	3	pass		Vitis riparia PI588275	Day8	True	True	True	32.6918133809187	-24.8206140307702	43.1626970035198
GSM3554655_D9R1VripAligned.counts.txt.gz	Day9_Rep1_Vrip	Vrip	9	1	pass		Vitis riparia PI588275	Day9	True	True	True	11.2962277046545	-26.2170800072428	47.126919523535
GSM3554656_D9R2VripAligned.counts.txt.gz	Day9_Rep2_Vrip	Vrip	9	2	pass		Vitis riparia PI588275	Day9	True	True	True	41.3067307148477	-27.5608173069322	20.4513623014918
GSM3554657_D9R3VripAligned.counts.txt.gz	Day9_Rep3_Vrip	Vrip	9	3	pass		Vitis riparia PI588275	Day9	True	True	True	70.793241853628	-25.9281485024752	5.3657625557752
GSM3554658_D10R1VripAligned.counts.txt.gz	Day10_Rep1_Vrip	Vrip	10	1	pass		Vitis riparia PI588275	Day10	True	True	True	84.3541794258638	-31.4112547419459	22.29394208124
GSM3554659_D10R2VripAligned.counts.txt.gz	Day10_Rep2_Vrip	Vrip	10	2	pass		Vitis riparia PI588275	Day10	True	True	True	77.4557457825461	-29.3137424024455	11.6593438587933
GSM3554660_D10R3VripAligned.counts.txt.gz	Day10_Rep3_Vrip	Vrip	10	3	pass		Vitis riparia PI588275	Day10	True	True	True	54.8493283046653	-30.7328071681438	11.7477142758257
GSM3554661_D11R1VripAligned.counts.txt.gz	Day11_Rep1_Vrip	Vrip	11	1	pass		Vitis riparia PI588275	Day11	True	True	True	93.3950875280106	-31.0777566537898	6.53056939993332
GSM3554662_D11R2VripAligned.counts.txt.gz	Day11_Rep2_Vrip	Vrip	11	2	pass		Vitis riparia PI588275	Day11	True	True	True	67.258189347112	-24.7978026947367	11.1102447537202
GSM3554663_D11R3VripAligned.counts.txt.gz	Day11_Rep3_Vrip	Vrip	11	3	pass		Vitis riparia PI588275	Day11	True	True	True	95.9563689585471	-34.4667202178901	-4.16095845923261
GSM3554664_D12R1VripAligned.counts.txt.gz	Day12_Rep1_Vrip	Vrip	12	1	pass		Vitis riparia PI588275	Day12	True	True	True	62.6272953712934	-26.7090201665311	10.2352856403525
GSM3554665_D12R2VripAligned.counts.txt.gz	Day12_Rep2_Vrip	Vrip	12	2	pass		Vitis riparia PI588275	Day12	True	True	True	89.2815829881315	-30.3734089521826	2.33417300154607
GSM3554666_D12R3VripAligned.counts.txt.gz	Day12_Rep3_Vrip	Vrip	12	3	pass		Vitis riparia PI588275	Day12	True	True	True	79.0641341400679	-29.2256303845695	5.03765085654995
