sample_x	sample_y	correlation
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554520_D3R2VvcsAligned.counts.txt.gz	0.69965472252844
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554521_D3R3VvcsAligned.counts.txt.gz	0.67426236724942
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554516_D2R1VvcsAligned.counts.txt.gz	0.660688426099519
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554517_D2R2VvcsAligned.counts.txt.gz	0.660961577348584
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554533_D6R3VvcsAligned.counts.txt.gz	0.753214195503474
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554537_D7R3VvcsAligned.counts.txt.gz	0.740281029943459
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554538_D7R5VvcsAligned.counts.txt.gz	0.743786611124178
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554586_D5R2VvriAligned.counts.txt.gz	0.774420076493875
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554522_D4R1VvcsAligned.counts.txt.gz	0.768770741859918
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554585_D5R1VvriAligned.counts.txt.gz	0.76872800032819
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554525_D4R4VvcsAligned.counts.txt.gz	0.732344100738304
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554532_D6R2VvcsAligned.counts.txt.gz	0.734131099332622
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554455_D0R3VamuAligned.counts.txt.gz	0.449795427197752
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554458_D0R5VamuAligned.counts.txt.gz	0.464247494605911
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554450_D0R1VamuAligned.counts.txt.gz	0.474498321941217
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554452_D0R2VamuAligned.counts.txt.gz	0.488175400601582
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554626_D1R1VripAligned.counts.txt.gz	0.466899737872435
