dataset	sample_id	matrix_column	genotype	condition	context	time	replicate	qc_status	source_file
GSE124820	GSM3554605	GSM3554605_D11R1VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	11	1	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554606	GSM3554606_D11R2VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	11	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554607	GSM3554607_D11R3VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	11	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554608	GSM3554608_D12R1VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	12	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554609	GSM3554609_D12R2VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	12	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554610	GSM3554610_D12R3VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	12	3	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554611	GSM3554611_D13R1VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	13	1	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554612	GSM3554612_D13R2VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	13	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554613	GSM3554613_D13R3VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	13	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554614	GSM3554614_D14R1VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	14	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554615	GSM3554615_D14R2VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	14	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554616	GSM3554616_D14R3VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	14	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554617	GSM3554617_D15R1VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	15	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554618	GSM3554618_D15R2VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	15	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554619	GSM3554619_D15R3VvriAligned.counts.txt.gz	Vvri	room_temperature_deacclimation	raw_counts	15	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554620	GSM3554620_D0R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554621	GSM3554621_D0R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554622	GSM3554622_D0R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	3	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554623	GSM3554623_D0R4VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	4	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554624	GSM3554624_D0R5VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	5	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554625	GSM3554625_D0R6VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	0	6	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554626	GSM3554626_D1R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	1	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554627	GSM3554627_D1R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	1	2	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554628	GSM3554628_D1R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	1	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554629	GSM3554629_D1R4VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	1	4	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554630	GSM3554630_D2R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	2	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554631	GSM3554631_D2R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	2	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554632	GSM3554632_D2R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	2	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554633	GSM3554633_D3R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	3	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554634	GSM3554634_D3R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	3	2	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554635	GSM3554635_D3R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	3	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554636	GSM3554636_D3R4VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	3	4	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554637	GSM3554637_D4R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	4	1	fail	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554638	GSM3554638_D4R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	4	2	fail	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554639	GSM3554639_D4R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	4	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554640	GSM3554640_D4R4VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	4	4	fail	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554641	GSM3554641_D4R5VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	4	5	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554642	GSM3554642_D5R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	5	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554643	GSM3554643_D5R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	5	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554644	GSM3554644_D5R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	5	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554645	GSM3554645_D6R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	6	1	watch	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554646	GSM3554646_D6R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	6	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554647	GSM3554647_D6R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	6	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554648	GSM3554648_D6R4VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	6	4	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554649	GSM3554649_D7R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	7	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554650	GSM3554650_D7R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	7	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554651	GSM3554651_D7R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	7	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554652	GSM3554652_D8R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	8	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554653	GSM3554653_D8R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	8	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554654	GSM3554654_D8R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	8	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554655	GSM3554655_D9R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	9	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554656	GSM3554656_D9R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	9	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554657	GSM3554657_D9R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	9	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554658	GSM3554658_D10R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	10	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554659	GSM3554659_D10R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	10	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554660	GSM3554660_D10R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	10	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554661	GSM3554661_D11R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	11	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554662	GSM3554662_D11R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	11	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554663	GSM3554663_D11R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	11	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554664	GSM3554664_D12R1VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	12	1	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554665	GSM3554665_D12R2VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	12	2	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE124820	GSM3554666	GSM3554666_D12R3VripAligned.counts.txt.gz	Vrip	room_temperature_deacclimation	raw_counts	12	3	pass	data/processed/design_qc/GSE124820_raw_counts_design_qc.tsv
GSE273240	GSM8424738	Deac1_0d_Control_rep1	Riesling	Control	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424739	Deac1_0d_Control_rep2	Riesling	Control	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424740	Deac1_0d_Control_rep3	Riesling	Control	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424741	Deac1_0d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424742	Deac1_0d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424743	Deac1_0d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424744	Deac1_3d_Control_rep1	Riesling	Control	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424745	Deac1_3d_Control_rep2	Riesling	Control	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424746	Deac1_3d_Control_rep3	Riesling	Control	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424747	Deac1_3d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424748	Deac1_3d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424749	Deac1_3d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424750	Deac1_5d_Control_rep1	Riesling	Control	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424751	Deac1_5d_Control_rep2	Riesling	Control	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424752	Deac1_5d_Control_rep3	Riesling	Control	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424753	Deac1_5d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424754	Deac1_5d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424755	Deac1_5d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424756	Deac1_7d_Control_rep1	Riesling	Control	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424757	Deac1_7d_Control_rep2	Riesling	Control	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424758	Deac1_7d_Control_rep3	Riesling	Control	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424759	Deac1_7d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424760	Deac1_7d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424761	Deac1_7d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424762	Deac1_14d_Control_rep1	Riesling	Control	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424763	Deac1_14d_Control_rep2	Riesling	Control	tetralone_ABA	14	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424764	Deac1_14d_Control_rep3	Riesling	Control	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424765	Deac1_14d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424766	Deac1_14d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	14	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424767	Deac1_14d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424768	Deac2_0d_Control_rep1	Riesling	Control	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424769	Deac2_0d_Control_rep2	Riesling	Control	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424770	Deac2_0d_Control_rep3	Riesling	Control	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424771	Deac2_0d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424772	Deac2_0d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424773	Deac2_0d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424774	Deac2_3d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424775	Deac2_3d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424776	Deac2_3d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424777	Deac2_3d_Control_rep1	Riesling	Control	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424778	Deac2_3d_Control_rep2	Riesling	Control	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424779	Deac2_3d_Control_rep3	Riesling	Control	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424780	Deac2_5d_Control_rep1	Riesling	Control	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424781	Deac2_5d_Control_rep2	Riesling	Control	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424782	Deac2_5d_Control_rep3	Riesling	Control	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424783	Deac2_5d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424784	Deac2_5d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424785	Deac2_5d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424786	Deac2_7d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424787	Deac2_7d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424788	Deac2_7d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424789	Deac2_7d_Control_rep1	Riesling	Control	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424790	Deac2_7d_Control_rep2	Riesling	Control	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424791	Deac2_7d_Control_rep3	Riesling	Control	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424792	Deac2_14d_Control_rep1	Riesling	Control	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424793	Deac2_14d_Control_rep2	Riesling	Control	tetralone_ABA	14	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424794	Deac2_14d_Control_rep3	Riesling	Control	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424795	Deac2_14d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424796	Deac2_14d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	14	2	watch	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424797	Deac2_14d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424798	Deac3_0d_Control_rep1	Riesling	Control	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424799	Deac3_0d_Control_rep2	Riesling	Control	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424800	Deac3_0d_Control_rep3	Riesling	Control	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424801	Deac3_0d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	0	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424802	Deac3_0d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	0	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424803	Deac3_0d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	0	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424804	Deac3_3d_Control_rep1	Riesling	Control	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424805	Deac3_3d_Control_rep2	Riesling	Control	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424806	Deac3_3d_Control_rep3	Riesling	Control	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424807	Deac3_3d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	3	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424808	Deac3_3d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	3	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424809	Deac3_3d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	3	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424810	Deac3_5d_Control_rep1	Riesling	Control	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424811	Deac3_5d_Control_rep2	Riesling	Control	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424812	Deac3_5d_Control_rep3	Riesling	Control	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424813	Deac3_5d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	5	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424814	Deac3_5d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	5	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424815	Deac3_5d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	5	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424816	Deac3_7d_Control_rep1	Riesling	Control	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424817	Deac3_7d_Control_rep2	Riesling	Control	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424818	Deac3_7d_Control_rep3	Riesling	Control	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424819	Deac3_7d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	7	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424820	Deac3_7d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	7	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424821	Deac3_7d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	7	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
