dataset	sample_id	module_color	projected_module_score	sample_index	dataset_short
GSE277812	T1_2_3	blue	-0.632153079630817	12	277812
GSE277812	T1_5_1	blue	-1.60710516587919	2	277812
GSE277812	T1_5_2	blue	-0.759369267021408	8	277812
GSE277812	T1_5_3	blue	-1.63360737239463	1	277812
GSE277812	T1_10_1	blue	-0.695594819686823	11	277812
GSE277812	T1_10_2	blue	-0.904330087703924	4	277812
GSE277812	T1_10_3	blue	-0.598843992338075	13	277812
GSE277812	T2_2_1	blue	2.04121654439092	27	277812
GSE277812	T2_2_2	blue	1.07801902726469	24	277812
GSE277812	T2_2_3	blue	-0.236919761622887	14	277812
GSE277812	T2_5_1	blue	-0.898046479417059	5	277812
GSE277812	T2_5_2	blue	-0.707027805882889	10	277812
GSE277812	T2_5_3	blue	-0.739692652333509	9	277812
GSE277812	T2_10_1	blue	0.139708119459397	15	277812
GSE277812	T2_10_2	blue	-0.927181390517215	3	277812
GSE277812	T2_10_3	blue	0.965696685465931	22	277812
GSE277812	T3_2_1	blue	1.33825600458855	26	277812
GSE277812	T3_2_2	blue	0.794030114614187	19	277812
GSE277812	T3_2_3	blue	1.12416601568312	25	277812
GSE277812	T3_5_1	blue	0.903560328542876	21	277812
GSE277812	T3_5_2	blue	1.07730986667598	23	277812
GSE277812	T3_5_3	blue	0.792018601818125	18	277812
GSE277812	T3_10_1	blue	0.824757422013078	20	277812
GSE277812	T3_10_2	blue	0.626048653246229	17	277812
GSE277812	T3_10_3	blue	-0.879092980979028	7	277812
GSE277812	T1_2_1	turquoise	0.0563711752351254	16	277812
GSE277812	T1_2_2	turquoise	0.781069151820828	6	277812
GSE277812	T1_2_3	turquoise	0.549365038217717	12	277812
GSE277812	T1_5_1	turquoise	1.03159585386488	2	277812
GSE277812	T1_5_2	turquoise	0.905019590232131	8	277812
GSE277812	T1_5_3	turquoise	1.33366705313132	1	277812
GSE277812	T1_10_1	turquoise	0.444688234599063	11	277812
GSE277812	T1_10_2	turquoise	0.654084761709688	4	277812
GSE277812	T1_10_3	turquoise	0.773924717685133	13	277812
GSE277812	T2_2_1	turquoise	-0.341412914765653	27	277812
GSE277812	T2_2_2	turquoise	0.0952609928438377	24	277812
GSE277812	T2_2_3	turquoise	0.499235366379658	14	277812
GSE277812	T2_5_1	turquoise	1.22717746843657	5	277812
GSE277812	T2_5_2	turquoise	0.849387781446522	10	277812
GSE277812	T2_5_3	turquoise	0.75659334840859	9	277812
GSE277812	T2_10_1	turquoise	0.423142616590208	15	277812
GSE277812	T2_10_2	turquoise	0.880552646607931	3	277812
GSE277812	T2_10_3	turquoise	-1.14740601489922	22	277812
GSE277812	T3_2_1	turquoise	-1.56051926496401	26	277812
GSE277812	T3_2_2	turquoise	-1.33477506995319	19	277812
GSE277812	T3_2_3	turquoise	-1.10783879203725	25	277812
GSE277812	T3_5_1	turquoise	-1.27297082318762	21	277812
GSE277812	T3_5_2	turquoise	-1.1102855913278	23	277812
GSE277812	T3_5_3	turquoise	-1.22125080116246	18	277812
GSE277812	T3_10_1	turquoise	-1.56014557014158	20	277812
GSE277812	T3_10_2	turquoise	-1.38560010659122	17	277812
GSE277812	T3_10_3	turquoise	0.781069151820826	7	277812
GSE337039	SRR39326568	blue	0.465217113776902	36	337039
GSE337039	SRR39326567	blue	0.324811811798019	27	337039
GSE337039	SRR39326566	blue	0.218945572349925	20	337039
GSE337039	SRR39326565	blue	0.366097851832688	30	337039
GSE337039	SRR39326564	blue	0.413687606264774	33	337039
GSE337039	SRR39326562	blue	0.292753766129201	25	337039
GSE337039	SRR39326561	blue	0.272773255845113	23	337039
GSE337039	SRR39326560	blue	-0.0347539682951391	18	337039
GSE337039	SRR39326559	blue	-0.170629386515122	14	337039
GSE337039	SRR39326558	blue	-2.22656165564355	3	337039
GSE337039	SRR39326557	blue	-2.03306964545325	6	337039
GSE337039	SRR39326556	blue	-1.71310650171781	8	337039
GSE337039	SRR39326555	blue	-2.60956523016095	1	337039
GSE337039	SRR39326554	blue	-2.33465892790965	2	337039
GSE337039	SRR39326553	blue	-2.02380414527512	7	337039
GSE337039	SRR39326584	blue	0.185305266856311	19	337039
GSE337039	SRR39326583	blue	-0.0526095806483381	17	337039
GSE337039	SRR39326582	blue	-0.135703695859198	15	337039
GSE337039	SRR39326581	blue	0.37418524097513	31	337039
GSE337039	SRR39326580	blue	0.578035094257807	41	337039
GSE337039	SRR39326579	blue	0.63104626480395	44	337039
GSE337039	SRR39326578	blue	0.578692332992252	42	337039
GSE337039	SRR39326577	blue	0.320714963947594	26	337039
GSE337039	SRR39326576	blue	0.35737301080645	29	337039
GSE337039	SRR39326575	blue	0.663203543655458	46	337039
GSE337039	SRR39326573	blue	0.56324970951558	39	337039
GSE337039	SRR39326572	blue	0.774993799518183	54	337039
GSE337039	SRR39326571	blue	0.726586372727204	50	337039
GSE337039	SRR39326570	blue	0.806882399887126	55	337039
GSE337039	SRR39326569	blue	0.94367169946233	58	337039
GSE337039	SRR39326601	blue	0.391734192343774	32	337039
GSE337039	SRR39326600	blue	0.346913951932851	28	337039
GSE337039	SRR39326599	blue	0.27526182379892	24	337039
GSE337039	SRR39326598	blue	0.82544195821896	56	337039
GSE337039	SRR39326597	blue	0.255175438182741	22	337039
GSE337039	SRR39326595	blue	0.734819571137225	51	337039
GSE337039	SRR39326594	blue	-0.0700721146329487	16	337039
GSE337039	SRR39326593	blue	0.243135917377265	21	337039
GSE337039	SRR39326592	blue	-0.26989790898185	13	337039
GSE337039	SRR39326591	blue	-1.30917117808843	11	337039
GSE337039	SRR39326590	blue	-1.03486498133548	12	337039
GSE337039	SRR39326589	blue	-1.33798503252885	10	337039
GSE337039	SRR39326588	blue	-2.10652338311686	4	337039
GSE337039	SRR39326587	blue	-1.58358084658219	9	337039
GSE337039	SRR39326586	blue	-2.0622587739261	5	337039
GSE337039	SRR39326608	blue	0.530976914899568	37	337039
GSE337039	SRR39326607	blue	0.858220844964066	57	337039
GSE337039	SRR39326596	blue	0.698859610341728	49	337039
GSE337039	SRR39326585	blue	0.674376745294836	47	337039
GSE337039	SRR39326574	blue	0.570028593425837	40	337039
GSE337039	SRR39326563	blue	0.539976707608499	38	337039
GSE337039	SRR39326552	blue	0.460838426846062	35	337039
GSE337039	SRR39326551	blue	0.634663375900348	45	337039
GSE337039	SRR39326550	blue	0.681838740877495	48	337039
GSE337039	SRR39326549	blue	0.772117869838633	53	337039
GSE337039	SRR39326606	blue	0.95677745243324	59	337039
GSE337039	SRR39326605	blue	0.987312499293432	60	337039
GSE337039	SRR39326604	blue	0.613189157138238	43	337039
GSE337039	SRR39326603	blue	0.446680531784571	34	337039
GSE337039	SRR39326602	blue	0.752249955630538	52	337039
GSE337039	SRR39326568	turquoise	-0.587036983772323	36	337039
GSE337039	SRR39326567	turquoise	-0.813524976712045	27	337039
GSE337039	SRR39326566	turquoise	-0.849374346354778	20	337039
GSE337039	SRR39326565	turquoise	-0.557227861572922	30	337039
GSE337039	SRR39326564	turquoise	-0.875387204052404	33	337039
GSE337039	SRR39326562	turquoise	-0.432450666061775	25	337039
GSE337039	SRR39326561	turquoise	-0.662422495685013	23	337039
GSE337039	SRR39326560	turquoise	-0.700354044450709	18	337039
GSE337039	SRR39326559	turquoise	-0.225661355955582	14	337039
GSE337039	SRR39326558	turquoise	2.22569758832253	3	337039
GSE337039	SRR39326557	turquoise	1.8788381973536	6	337039
GSE337039	SRR39326556	turquoise	1.2917378616466	8	337039
GSE337039	SRR39326555	turquoise	2.52434550129071	1	337039
GSE337039	SRR39326554	turquoise	2.29633502331204	2	337039
GSE337039	SRR39326553	turquoise	1.78663097862877	7	337039
GSE337039	SRR39326584	turquoise	0.344618091283233	19	337039
GSE337039	SRR39326583	turquoise	0.0745281219165889	17	337039
GSE337039	SRR39326582	turquoise	-0.0108150638457378	15	337039
GSE337039	SRR39326581	turquoise	-0.200131705015535	31	337039
GSE337039	SRR39326580	turquoise	-0.315746839782925	41	337039
GSE337039	SRR39326579	turquoise	-0.475075911332111	44	337039
GSE337039	SRR39326578	turquoise	-0.429508205394931	42	337039
GSE337039	SRR39326577	turquoise	-0.589350653548946	26	337039
GSE337039	SRR39326576	turquoise	-0.625496865191457	29	337039
GSE337039	SRR39326575	turquoise	-0.685514674921599	46	337039
GSE337039	SRR39326573	turquoise	-0.526220969536619	39	337039
GSE337039	SRR39326572	turquoise	-0.695504828214373	54	337039
GSE337039	SRR39326571	turquoise	-0.487234644672314	50	337039
GSE337039	SRR39326570	turquoise	-0.744725341312984	55	337039
GSE337039	SRR39326569	turquoise	-0.751182486347442	58	337039
GSE337039	SRR39326601	turquoise	-0.618288436367315	32	337039
GSE337039	SRR39326600	turquoise	-0.476393319302947	28	337039
GSE337039	SRR39326599	turquoise	-0.486736683666905	24	337039
GSE337039	SRR39326598	turquoise	-0.804954500941397	56	337039
GSE337039	SRR39326597	turquoise	-0.648646084912465	22	337039
GSE337039	SRR39326595	turquoise	-0.766965140087532	51	337039
GSE337039	SRR39326594	turquoise	0.1461213505281	16	337039
GSE337039	SRR39326593	turquoise	-0.191140805108625	21	337039
GSE337039	SRR39326592	turquoise	0.241443549106985	13	337039
GSE337039	SRR39326591	turquoise	1.62690378727918	11	337039
GSE337039	SRR39326590	turquoise	1.15425616662074	12	337039
GSE337039	SRR39326589	turquoise	1.61758550178466	10	337039
GSE337039	SRR39326588	turquoise	2.44058863894988	4	337039
GSE337039	SRR39326587	turquoise	1.52155692230738	9	337039
GSE337039	SRR39326586	turquoise	2.16853111809196	5	337039
GSE337039	SRR39326608	turquoise	-0.774562393494788	37	337039
GSE337039	SRR39326607	turquoise	-0.721007200643742	57	337039
GSE337039	SRR39326596	turquoise	-0.323219612396965	49	337039
GSE337039	SRR39326585	turquoise	-0.704004052632139	47	337039
GSE337039	SRR39326574	turquoise	-0.138254401451038	40	337039
GSE337039	SRR39326563	turquoise	-0.692997642312576	38	337039
GSE337039	SRR39326552	turquoise	-0.554416880083179	35	337039
GSE337039	SRR39326551	turquoise	-0.328811029037207	45	337039
GSE337039	SRR39326550	turquoise	-0.450368470371691	48	337039
GSE337039	SRR39326549	turquoise	-0.340322987853163	53	337039
GSE337039	SRR39326606	turquoise	-0.478601746096721	59	337039
GSE337039	SRR39326605	turquoise	-0.356029111669561	60	337039
GSE337039	SRR39326604	turquoise	-0.430321380071159	43	337039
GSE337039	SRR39326603	turquoise	-0.516084171756846	34	337039
GSE337039	SRR39326602	turquoise	-0.29764422443047	52	337039
