gene_id	k	estimate	se_hk	ci_low	ci_high	p_value	tau2	i2	q	q_hk	padj	heterogeneity_high	all_varieties_same_sign	all_loo_same_sign	robust_meta_gene	module_color	class	neglog10_fdr
Vitvi05g00558	4	0.793800291943659	0.303770561333694	-0.172933208626712	1.76053379251403	0.0794683708261683	0.268971016047933	0.783768466278612	13.8740171166036	0.903611550129034	0.142698109532043	TRUE	TRUE	TRUE	FALSE	NA	Not robust	0.845581780390892
Vitvi05g00559	4	-0.81506474293628	0.345514411361308	-1.91464580479535	0.284516318922791	0.0994910464952323	0.358317358539038	0.758592472820723	12.4271187193434	0.994371661839249	0.167284111368359	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.776545306334279
Vitvi05g00560	4	-0.628218956630187	0.171137070800399	-1.17285349529599	-0.0835844179643792	0.0349792954353065	0.0345162896767967	0.324574041312192	4.44164154695547	1.0454037027519	0.0830840999156346	FALSE	TRUE	TRUE	FALSE	NA	Not robust	1.08048208066362
Vitvi05g00561	4	-0.333288534672984	1.01354826032075	-3.55885145095748	2.89227438161151	0.763899184740857	3.82264097407585	0.931228176668305	43.6225165287628	1.00897958553363	0.814315757277909	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.0892071613846954
Vitvi05g00562	4	-0.654319211474288	0.572650768298701	-2.47674953326437	1.16811111031579	0.336127083413125	1.26532319591045	0.965195249510472	86.1951301993288	1.00178423981313	0.423281071608179	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.373371151984103
Vitvi05g00563	4	-3.73429660335237	0.577326549104393	-5.57160734649184	-1.89698586021291	0.00749803226664052	0.948614529657268	0.749106494723473	11.9572644843616	0.950348589202637	0.039683625555675	FALSE	TRUE	TRUE	TRUE	blue	Blue module	1.40138865690863
Vitvi05g00564	4	-0.445608135085281	0.248123793411633	-1.23524878468111	0.344032514510548	0.170376417742912	0.140048241295611	0.598427604890521	7.47063303288594	1.07178863816313	0.248220781628419	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.6051618611583
Vitvi05g00565	4	0.406334659274782	0.321964513156503	-0.618300116052599	1.43096943460216	0.296125531508668	0	0	1.68398230355016	0.56132743451672	0.383145142386344	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.416636676170662
Vitvi05g00568	4	-0.457345965078277	0.257344035324216	-1.27632953948263	0.361637609326074	0.173609295429764	0.209828957581638	0.795904566658947	14.6990060036613	1.01706636165721	0.251776003613924	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.598985664199051
Vitvi05g00569	4	1.2982046689294	0.435079361460351	-0.0864120374552935	2.68282137531409	0.0584176506562854	0.66554775288803	0.881599839713702	25.3378035362945	1.00198334052465	0.115893566161195	TRUE	TRUE	TRUE	FALSE	NA	Not robust	0.935940673253389
Vitvi05g00570	4	3.57844568223021	0.629098215870845	1.57637438947147	5.58051697498895	0.0107699894736446	0.830750797081621	0.536964459448429	6.47898430523579	0.897269096248562	0.0455483943411766	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.34152692804461
Vitvi05g00573	4	-1.22014031629165	0.2190618560343	-1.9172929106566	-0.522987721926701	0.0114211081453903	0.119893595565289	0.629293683105394	8.09265950774969	0.983306815676129	0.046583777776476	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.33176529465601
Vitvi05g00574	4	1.42575243496334	0.172248633662429	0.877580407174174	1.9739244627525	0.00369355129690712	0	0	2.28991520754922	0.763305069183074	0.0327626281518064	FALSE	TRUE	TRUE	TRUE	turquoise	Turquoise module	1.48462126728873
Vitvi05g00575	4	1.27738845783589	0.520301136680388	-0.378441972227523	2.93321888789931	0.0912647195929629	0.731095177012792	0.692513442068499	9.75652405809658	0.957377616209464	0.1572493043281	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.803411267199932
Vitvi05g00576	4	-0.284481089900414	0.401788647441231	-1.5631518864547	0.994189706653869	0.529975755979054	0.548165276716737	0.864188128675249	22.089379748155	1.00853987338484	0.609501072767946	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.21502552565382
Vitvi05g00577	4	3.4150086719043	0.950679445048735	0.38952238449979	6.44049495930882	0.0369661199498047	1.62775416308869	0.446205742404816	5.41717426436905	0.901524926312423	0.086039325377027	FALSE	TRUE	TRUE	FALSE	NA	Not robust	1.06530300351683
Vitvi05g00580	4	-0.403850797611276	0.287092618063205	-1.31750763924075	0.509806044018197	0.254214561886055	0.256350559078078	0.787347168815711	14.1075008655782	0.983794045513336	0.339155629145356	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.469600970323925
Vitvi05g00582	4	2.16448713005585	0.595555048950518	0.269165164930219	4.05980909518149	0.0358823457894493	0.883535136369667	0.634969375007913	8.21848851740872	1.02880798052605	0.0844295731901275	FALSE	TRUE	TRUE	FALSE	NA	Not robust	1.07350540617438
Vitvi05g00588	4	-3.10765126436914	0.569849069436739	-4.92116532996745	-1.29413719877084	0.0121124171387461	0.798280417235632	0.646862509566342	8.49527473369071	0.891475720902519	0.0477490335228223	FALSE	TRUE	TRUE	TRUE	blue	Blue module	1.32103541444574
Vitvi05g00605	4	2.04847493033512	0.985835337709747	-1.08889309777738	5.18584295844762	0.129260755414334	3.15351787467433	0.823185123519878	16.9668981463631	0.985778093756181	0.202361119821514	TRUE	TRUE	TRUE	FALSE	grey	Not robust	0.693872925967569
Vitvi05g00606	4	0.423877798773949	0.469213883478763	-1.06937019109086	1.91712578863876	0.432913620949981	0.846909224019327	0.963378358318083	81.9187743153897	0.998726103456837	0.5191127507923	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.284738303560515
Vitvi05g00607	4	-0.000963369625484792	0.331145378114337	-1.05481575471723	1.05288901546626	0.997861432681167	0.347121187737534	0.792343465296217	14.4469327887005	0.999138805258847	0.998388397949799	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.000700474472205934
Vitvi05g00609	4	0.311046276995988	0.151820784635049	-0.172115218131098	0.794207772123075	0.132920670703761	0	0	2.00487038973258	0.668290129910859	0.20679216843106	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.684465912732733
Vitvi05g00611	4	0.213757523377571	0.175864681423768	-0.345922382249396	0.773437429004537	0.311114924092352	0.0565692142026552	0.455476313597623	5.50940220768127	0.967521670019597	0.398430671343362	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.399647236808437
Vitvi05g00612	4	0.644329528672803	0.11052118933133	0.29260177802975	0.996057279315855	0.0100529660154426	0	0	1.38606595419066	0.462021984730221	0.0444177924740149	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.35244302931247
Vitvi05g00613	4	1.4323326587712	0.646607292652002	-0.625460330698663	3.49012564824107	0.11355495304113	1.58615950378908	0.961413902119961	77.7482089359418	0.992986063044694	0.183653438668927	TRUE	TRUE	TRUE	FALSE	yellow	Not robust	0.736000935649975
Vitvi05g00614	4	2.15864113818379	0.654345283637482	0.0762224078918687	4.24105986847572	0.0457700641550589	1.57251578568641	0.937711757627463	48.1631827409324	0.985811459024999	0.0987906639284734	TRUE	TRUE	TRUE	FALSE	turquoise	Not robust	1.00528409585699
Vitvi05g00615	4	-0.440938070127789	0.175564494673755	-0.999662647541282	0.117786507285705	0.0868195236100003	0.0507773537549711	0.468163396251902	5.64083024533779	1.11020865195616	0.151889056125762	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.818473516692936
Vitvi05g00616	4	2.32759328113934	1.06590555350045	-1.06459390937956	5.71978047165824	0.116945123663619	4.41862994509265	0.980313098270735	152.385583128115	0.992389401079271	0.187596298918828	TRUE	TRUE	TRUE	FALSE	turquoise	Not robust	0.726775734053893
Vitvi05g00617	4	-0.413977671197088	0.356297254045671	-1.54787455091747	0.719919208523289	0.329318577180875	0.380458982472672	0.753675024008084	12.1790329540048	1.00960411558834	0.41642326391703	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.38046501617262
Vitvi05g00618	4	0.626872278630722	0.487134492537929	-0.923407087322864	2.17715164458431	0.288449647717693	0.747300886178212	0.801399432389377	15.1056970082876	1.0702774034025	0.375057787774306	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.425901812331015
Vitvi05g00619	4	-0.0300583185929247	0.166120441369152	-0.55872770346028	0.498611066274431	0.867946255274703	0	0	0.854739151849022	0.284913050616341	0.89838886322304	FALSE	FALSE	FALSE	FALSE	NA	Not robust	0.0465356403961514
Vitvi05g00620	4	1.55305103665724	0.801608939589231	-0.9980263714209	4.10412844473538	0.148085809347132	2.499618385482	0.974610903468991	118.160959226568	1.0051818131346	0.223503046593704	TRUE	FALSE	TRUE	FALSE	yellow	Not robust	0.650716552577609
Vitvi05g00621	4	-0.470168401444051	0.540512465244589	-2.19032029942148	1.24998349653338	0.448385534317672	0.96393731602783	0.841455855273454	18.9221746736491	1.03523088809181	0.534250193898661	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.272255311542736
Vitvi05g00623	4	-0.871117994041861	0.441336152140786	-2.27564660081043	0.533410612726711	0.142914260434998	0.669221983613164	0.866593531935904	22.487665279907	0.997912021300281	0.217810434657629	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.66192131830992
Vitvi05g00624	4	-1.61116401378501	0.129850816171572	-2.0244072639483	-1.19792076362171	0.00112803422640589	0	0	1.51665471433786	0.505551571445955	0.0296011433169148	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.52869151439248
Vitvi05g00625	4	-1.095476499507	0.407036971674383	-2.39084980612601	0.199896807112009	0.0743293571534314	0.61152925570289	0.922982717156623	38.9522960203726	1.0016921328883	0.136167472503279	TRUE	TRUE	TRUE	FALSE	NA	Not robust	0.865926623696821
Vitvi05g00626	4	-1.92470403930238	0.137041558531262	-2.36083144092051	-1.48857663768424	0.00078174631825309	0.0346743559089377	0.46140386074811	5.57003621334345	0.977844925935141	0.0296011433169148	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.52869151439248
Vitvi05g00627	4	-0.135235194432627	0.372217667144358	-1.31979793399751	1.04932754513226	0.740456246725281	0.351141354752508	0.664581340462165	8.94404623801677	1.09239937728063	0.794646202019778	FALSE	FALSE	FALSE	FALSE	NA	Not robust	0.0998261879605993
Vitvi05g00628	4	1.56037784758935	0.436385608364194	0.171604080571738	2.94915161460696	0.0374007126594895	0	0.0369837273867879	3.11521215717289	1.03840405239096	0.0866887572848896	FALSE	TRUE	TRUE	FALSE	NA	Not robust	1.06203722277451
Vitvi05g00629	4	-2.57449795611782	0.37226537624195	-3.75921252732406	-1.38978338491157	0.00619713153865698	0.446612038783063	0.838663949986412	18.5947282070395	0.95507357937216	0.037197992379597	TRUE	TRUE	TRUE	TRUE	blue	Blue module	1.4294804988813
Vitvi05g00630	4	-0.711959911339609	0.607121048436714	-2.644090048797	1.22017022611778	0.325566476387675	1.266246440384	0.913271297003986	34.5906245149069	0.945396934599348	0.412670265714919	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.384396822378099
Vitvi05g00631	4	0.342854983925099	0.366239130110221	-0.822681382544494	1.50839135039469	0.418255108343972	0.465673921695561	0.87597473726787	24.188620398083	1.00008592102319	0.505438275461468	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.29633187323468
Vitvi05g00632	4	-0.451255499043308	0.259621309307784	-1.27748637562278	0.374975377536168	0.180576875752268	0.183051017371458	0.727461339577888	11.0076126277041	0.901895372545433	0.259930822671514	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.585142218681135
Vitvi05g00633	4	1.07108415653985	0.298649339710715	0.120648668802063	2.02151964427763	0.037116902747031	0.255194433999794	0.717732288505009	10.6282081790755	0.998623036147562	0.0862659932387124	FALSE	TRUE	TRUE	FALSE	NA	Not robust	1.06416037299177
Vitvi05g00634	4	0.367917252512379	0.416095342507313	-0.956283832895777	1.69211833792053	0.441699581651931	0.482716150287146	0.73853057025148	11.4736166399467	0.937460537014716	0.527546473324225	FALSE	FALSE	FALSE	FALSE	NA	Not robust	0.277739275899005
Vitvi05g00637	4	0.490522632697258	0.920822306105807	-2.43994491319199	3.42099017858651	0.631173959091846	3.06830430739589	0.920742490568434	37.8513029429763	0.989912778364538	0.701074153072294	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.154236043992086
Vitvi05g00638	4	-0.390428238470675	0.197445317431326	-1.01878735942557	0.237930882484217	0.142417267874231	0.0910200480856885	0.584283926226834	7.21646380610469	0.996949356291711	0.217232198178714	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.663075803139478
Vitvi05g00639	4	-0.22426763354789	0.205548204213653	-0.87841375660533	0.429878489509549	0.355031834745887	0.101238997934753	0.608655743716287	7.66588483625293	1.02607366493132	0.44267411260912	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.353915874632264
Vitvi05g00640	4	-0.204882695656834	1.9802039434055	-6.5067754190559	6.09701002774223	0.924122365078681	14.523926841012	0.928271647856111	41.8244656447971	1.00577486740098	0.94192071921566	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.0259856499206513
Vitvi05g00641	4	0.682344859946412	0.218882023028034	-0.014235425532177	1.378925145425	0.0525773613231704	0.0695880391162611	0.38158929466983	4.85114499820681	1.02982797639298	0.108145770017239	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.965990462763015
Vitvi05g00642	4	-1.3396051130532	0.206711918162536	-1.99745469326767	-0.681755532838729	0.00745775154519436	0.0569490461299893	0.343256446942244	4.56799307131709	1.01186798649956	0.0396783377633396	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.40144652994856
Vitvi05g00645	4	2.82509651823741	0.514382694169462	1.18810121367592	4.46209182279889	0.0118763438770902	0.560126298322205	0.538144607460215	6.49553961793696	0.914607413651731	0.0472708426670906	FALSE	TRUE	TRUE	TRUE	green	Other robust	1.32540665573801
Vitvi05g00648	4	2.46198244634231	0.774495032162943	-0.00280640722523184	4.92677129990986	0.0501393453956621	1.6386940282092	0.68970766342386	9.66830194101122	1.00144190645376	0.104832391449481	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.979504506911004
Vitvi05g00650	4	0.0128676293088819	0.372732288248007	-1.17333286428593	1.19906812290369	0.974629091297658	0.444438017265051	0.840622200015604	18.8231987158419	0.942953399337693	0.980997862387793	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.00833193895460543
Vitvi05g00651	4	-0.0986237764245984	0.19603385068863	-0.722490980259167	0.525243427409971	0.649510820367858	0.123867856752612	0.816661015144363	16.3631319457901	0.98368987928957	0.717236813119394	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.144337427804345
Vitvi05g00652	4	1.53069697009015	0.306326027693539	0.555830835044616	2.50556310513569	0.0154181731053813	0.179793578345513	0.483842037567578	5.81217421477398	0.886911541420176	0.0529771422348439	FALSE	TRUE	TRUE	FALSE	turquoise	Not robust	1.27591147271135
Vitvi05g00654	4	0.653499969095888	0.390729646855711	-0.589976151904877	1.89697609009665	0.193016814714139	0.494053692640235	0.818612862571674	16.5392102358163	1.02898881150092	0.273637875753821	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.562823789655084
Vitvi05g00655	4	0.625525046386346	0.195907958811088	0.00205848669232522	1.24899160608037	0.0495986863399102	0.0624198412007948	0.394004423598205	4.95053118673411	0.930811951709706	0.104075391670832	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.982651946041368
Vitvi05g00656	4	1.73369538156619	0.328230961467429	0.689117970964454	2.77827279216793	0.0132345187802031	0.142374726584492	0.357974608471602	4.67271238736872	1.04950813315799	0.0494101606662839	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.30618373391939
Vitvi05g00657	4	-1.54622007506986	0.472874043806815	-3.05111632864743	-0.0413238214922977	0.046782853308926	0.624005638131211	0.733791717253696	11.269371369857	1.06728527388482	0.100276947481719	FALSE	TRUE	TRUE	FALSE	black	Not robust	0.998798894817758
Vitvi05g00661	4	-0.934255728893636	0.271324582530194	-1.79773164409949	-0.0707798136877764	0.0411364839077133	0.245737278383823	0.847910278339145	19.7251988315799	0.989950596970664	0.0921234694391598	TRUE	TRUE	TRUE	FALSE	NA	Not robust	1.03562971454292
Vitvi05g00663	4	1.97714365304149	0.262473052956915	1.14183725542222	2.81245005066076	0.0048497647537654	0.0205632759287467	0	2.58488123402811	0.786493015072545	0.0348375324230582	FALSE	TRUE	TRUE	TRUE	turquoise	Turquoise module	1.45795261408348
Vitvi05g00664	4	0.245899964353657	0.277714282954911	-0.637910829360713	1.12971075806803	0.441131652887138	0	0	1.19109452155901	0.397031507186336	0.527126176494512	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.278085416672827
Vitvi05g00666	4	-1.10564939373098	0.365476461857599	-2.26875860943785	0.0574598219759004	0.0565243152633283	0.454262091809315	0.852694671386625	20.3658620379847	1.00123940647249	0.11349191150689	TRUE	TRUE	TRUE	FALSE	NA	Not robust	0.945035089247058
Vitvi05g00672	4	0.39407783747567	0.68965857787489	-1.80072355558949	2.58887923054083	0.607725591792893	1.81408417556234	0.965522730871243	87.0138521933507	0.993226973869556	0.680695776654339	TRUE	FALSE	TRUE	FALSE	brown	Not robust	0.167046943947195
Vitvi05g00675	4	-0.0235510636441117	0.81779347496074	-2.62613488651804	2.57903275922982	0.978834119047546	2.41402412707743	0.904322455538704	31.3553197554478	1.0009933872924	0.98376697360749	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.0071077613871587
Vitvi05g00676	4	-0.280674654507748	0.265427424736069	-1.12538318168002	0.564033872664523	0.367924722048266	0	0	0.834888563646374	0.278296187882125	0.455720566417786	FALSE	FALSE	TRUE	FALSE	brown	Not robust	0.341301371504871
Vitvi05g00681	4	-1.29973517223256	0.655229253612282	-3.38496708950477	0.785496745039645	0.141556466789914	1.48991340976113	0.945072659511948	54.6176088873727	0.913566281394046	0.216347841373889	TRUE	TRUE	TRUE	FALSE	black	Not robust	0.664847433647995
Vitvi05g00684	4	0.384934815232143	0.323923840039473	-0.645935412694788	1.41580504315907	0.320196671941311	0.347515669324695	0.834340610412203	18.109447387587	1.00649477382079	0.407581708317662	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.389785314741565
Vitvi05g00686	4	0.943444683093479	0.515130631971884	-0.695930893363906	2.58282025955086	0.164429220338233	0.947751044676454	0.89729905587247	29.2110264952844	1.01554206208903	0.241836283218692	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.616478540449891
Vitvi05g00687	4	0.336158093406594	0.529341851703404	-1.34844392677894	2.02076011359213	0.570520449916577	0.556392633851962	0.514463696997375	6.17873469284908	0.780449520747666	0.647299203808272	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.188894927173151
Vitvi05g00688	4	3.00099537194901	0.292297129676752	2.0707754515642	3.93121529233382	0.00197020601856643	0.0408196814952131	0.151739274988371	3.53664847557203	1.04846879511125	0.0299118315013372	FALSE	TRUE	TRUE	TRUE	turquoise	Turquoise module	1.52415699430495
Vitvi05g00690	4	0.0368635305863505	0.288291127110082	-0.880607501731205	0.954334562903906	0.906342618571174	0.188770717386206	0.579773183352066	7.13900179891043	0.944728382046653	0.928930951324008	FALSE	FALSE	FALSE	FALSE	NA	Not robust	0.0320165664944555
Vitvi05g00691	4	0.241577837754251	0.272297237974605	-0.624993501176987	1.10814917668549	0.440327399169869	0.22836797634407	0.788281521114336	14.1697598423618	1.04816694722068	0.526420795927269	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.27866696252088
Vitvi05g00692	4	0.372250839282512	0.270990165182234	-0.49016081066991	1.23466248923493	0.263194460512594	0.219943160549796	0.762172413627587	12.614180069516	1.03954682290973	0.348778222625138	TRUE	FALSE	TRUE	FALSE	NA	Not robust	0.457450639820303
Vitvi05g00693	4	-0.0513216583228318	0.318020540057524	-1.06340495103323	0.960761634387563	0.882051103438133	0.323492690938362	0.802723522544767	15.2070841830637	1.00022418456766	0.909658109925699	TRUE	FALSE	FALSE	FALSE	NA	Not robust	0.0411218042416274
Vitvi05g00694	4	0.414690885839824	0.384447573627311	-0.808792874425696	1.63817464610534	0.359735458850529	0.133281911430476	0.176906112892537	3.6447846922332	0.922166364220045	0.447273133179034	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.349427188262677
Vitvi05g00696	4	-0.349460635746155	0.362190277785102	-1.50211174709303	0.803190475600723	0.405791933676392	0	0	2.98138334292168	0.993794447640561	0.493208492137087	FALSE	FALSE	TRUE	FALSE	NA	Not robust	0.306969454265022
Vitvi05g00698	4	0.721183479172585	0.513870214669601	-0.914180886898032	2.3565478452432	0.255085348047129	0.802501656022568	0.787945167739866	14.1472843039003	1.11508527982182	0.340125765648597	TRUE	FALSE	TRUE	FALSE	brown	Not robust	0.468360467581649
Vitvi05g00699	4	1.1416282638305	0.479001959125164	-0.382769751211032	2.66602627887204	0.0973233446430183	0.710472469608195	0.782129392791772	13.7696407901998	1.01435275959735	0.164632864964877	TRUE	FALSE	TRUE	FALSE	green	Not robust	0.783483464092385
Vitvi05g00706	4	1.87103575064611	0.622768323406671	-0.110890999227176	3.8529625005194	0.0574678661240929	0.992875170949372	0.654588145788398	8.68528385294553	1.02539575682995	0.114723311082769	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.940348327120624
Vitvi05g00709	4	1.55780811613393	0.481579130916083	0.0252083902483007	3.09040784201956	0.0480405608703858	0.515857762099834	0.560651455634662	6.82829165698878	1.01083320695466	0.101843623839133	FALSE	TRUE	TRUE	FALSE	NA	Not robust	0.992066155845579
Vitvi05g00711	4	-2.88592138104439	0.271861600471801	-3.75110632701439	-2.02073643507439	0.00178631347183489	0.116725501029063	0.467289790319507	5.63157969470743	1.13525749189509	0.0299118315013372	FALSE	TRUE	TRUE	TRUE	blue	Blue module	1.52415699430495
Vitvi05g00712	4	-1.76119634652816	0.157951378509058	-2.26386812747878	-1.25852456557754	0.00154590655893326	0	0	1.53101455775127	0.510338185917092	0.0296011433169148	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.52869151439248
Vitvi05g00713	4	3.1810458555987	0.560041662121286	1.39874333717586	4.96334837402153	0.0108134941013769	0.807251245602525	0.665966887293541	8.98114553881468	0.996040305769732	0.045618450065617	FALSE	TRUE	TRUE	TRUE	NA	Other robust	1.34085947441634
