gene_id	Vamu	Vvcs	Vvri	Vrip
Vitvi02g00110	FALSE	TRUE	TRUE	FALSE
Vitvi02g00111	TRUE	TRUE	FALSE	TRUE
Vitvi02g00112	TRUE	FALSE	FALSE	FALSE
Vitvi02g00113	TRUE	TRUE	TRUE	TRUE
Vitvi02g00114	FALSE	TRUE	TRUE	TRUE
Vitvi02g00115	TRUE	TRUE	TRUE	TRUE
Vitvi02g00116	TRUE	TRUE	TRUE	TRUE
Vitvi02g00117	TRUE	TRUE	TRUE	TRUE
Vitvi02g00118	TRUE	TRUE	TRUE	TRUE
Vitvi02g00119	TRUE	TRUE	TRUE	TRUE
Vitvi02g00120	TRUE	TRUE	TRUE	TRUE
Vitvi02g00121	TRUE	TRUE	TRUE	TRUE
Vitvi02g00125	TRUE	TRUE	TRUE	TRUE
Vitvi02g00126	TRUE	TRUE	TRUE	TRUE
Vitvi02g00127	TRUE	TRUE	TRUE	TRUE
Vitvi02g00128	TRUE	TRUE	TRUE	TRUE
Vitvi02g00129	TRUE	TRUE	TRUE	TRUE
Vitvi02g00130	TRUE	TRUE	TRUE	TRUE
Vitvi02g00131	TRUE	TRUE	TRUE	TRUE
Vitvi02g00132	TRUE	TRUE	FALSE	FALSE
Vitvi02g00133	TRUE	TRUE	TRUE	FALSE
Vitvi02g00135	TRUE	TRUE	FALSE	TRUE
Vitvi02g00136	TRUE	TRUE	TRUE	TRUE
Vitvi02g00137	TRUE	TRUE	TRUE	TRUE
Vitvi02g00138	TRUE	TRUE	TRUE	FALSE
Vitvi02g00139	TRUE	TRUE	TRUE	TRUE
Vitvi02g00141	FALSE	FALSE	FALSE	TRUE
Vitvi02g00143	TRUE	TRUE	TRUE	FALSE
Vitvi02g00144	TRUE	TRUE	TRUE	FALSE
Vitvi02g00145	TRUE	TRUE	TRUE	TRUE
Vitvi02g00146	TRUE	TRUE	TRUE	TRUE
Vitvi02g00147	TRUE	TRUE	TRUE	TRUE
Vitvi02g00149	TRUE	TRUE	TRUE	TRUE
Vitvi02g00151	FALSE	TRUE	TRUE	FALSE
Vitvi02g00153	TRUE	TRUE	TRUE	FALSE
Vitvi02g00155	TRUE	TRUE	TRUE	TRUE
Vitvi02g00156	FALSE	TRUE	TRUE	TRUE
Vitvi02g00157	FALSE	TRUE	FALSE	TRUE
Vitvi02g00158	TRUE	TRUE	TRUE	TRUE
Vitvi02g00159	TRUE	TRUE	TRUE	TRUE
Vitvi02g00160	TRUE	TRUE	TRUE	TRUE
Vitvi02g00161	TRUE	TRUE	TRUE	TRUE
Vitvi02g00162	TRUE	FALSE	FALSE	FALSE
Vitvi02g00163	TRUE	TRUE	TRUE	TRUE
Vitvi02g00165	FALSE	FALSE	FALSE	TRUE
Vitvi02g00167	TRUE	FALSE	FALSE	TRUE
Vitvi02g00169	FALSE	TRUE	TRUE	TRUE
Vitvi02g00171	TRUE	TRUE	FALSE	TRUE
Vitvi02g00172	TRUE	TRUE	TRUE	FALSE
Vitvi02g00173	TRUE	TRUE	TRUE	TRUE
Vitvi02g00174	TRUE	TRUE	TRUE	TRUE
Vitvi02g00175	TRUE	TRUE	TRUE	TRUE
Vitvi02g00176	TRUE	TRUE	TRUE	TRUE
Vitvi02g00177	TRUE	TRUE	TRUE	TRUE
Vitvi02g00178	TRUE	TRUE	TRUE	TRUE
Vitvi02g00179	TRUE	FALSE	FALSE	FALSE
Vitvi02g00180	TRUE	TRUE	TRUE	TRUE
Vitvi02g00181	TRUE	FALSE	FALSE	FALSE
Vitvi02g00182	TRUE	TRUE	TRUE	FALSE
Vitvi02g00186	TRUE	TRUE	TRUE	TRUE
Vitvi02g00187	TRUE	TRUE	TRUE	TRUE
Vitvi02g00188	TRUE	TRUE	TRUE	FALSE
Vitvi02g00189	TRUE	TRUE	TRUE	TRUE
Vitvi02g00191	TRUE	TRUE	TRUE	TRUE
Vitvi02g00192	TRUE	TRUE	TRUE	TRUE
Vitvi02g00194	TRUE	TRUE	TRUE	TRUE
Vitvi02g00195	TRUE	TRUE	TRUE	FALSE
Vitvi02g00198	TRUE	TRUE	TRUE	TRUE
Vitvi02g00199	TRUE	TRUE	TRUE	TRUE
Vitvi02g00200	TRUE	TRUE	TRUE	FALSE
Vitvi02g00201	TRUE	TRUE	TRUE	FALSE
Vitvi02g00202	TRUE	TRUE	TRUE	TRUE
Vitvi02g00204	TRUE	TRUE	TRUE	TRUE
Vitvi02g00205	TRUE	TRUE	TRUE	TRUE
Vitvi02g00207	TRUE	TRUE	TRUE	TRUE
Vitvi02g00208	TRUE	TRUE	TRUE	TRUE
Vitvi02g00209	TRUE	TRUE	TRUE	TRUE
Vitvi02g00210	TRUE	TRUE	TRUE	TRUE
Vitvi02g00211	TRUE	TRUE	TRUE	TRUE
Vitvi02g00212	TRUE	TRUE	TRUE	TRUE
Vitvi02g00213	TRUE	TRUE	TRUE	TRUE
Vitvi02g00214	TRUE	TRUE	TRUE	TRUE
Vitvi02g00215	TRUE	TRUE	TRUE	TRUE
Vitvi02g00216	TRUE	TRUE	TRUE	TRUE
Vitvi02g00218	TRUE	TRUE	TRUE	TRUE
Vitvi02g00219	TRUE	TRUE	TRUE	TRUE
Vitvi02g00220	TRUE	TRUE	TRUE	TRUE
Vitvi02g00221	TRUE	FALSE	FALSE	TRUE
Vitvi02g00222	TRUE	TRUE	TRUE	TRUE
Vitvi02g00223	TRUE	TRUE	TRUE	TRUE
Vitvi02g00224	TRUE	TRUE	TRUE	TRUE
Vitvi02g00225	TRUE	TRUE	TRUE	TRUE
Vitvi02g00226	TRUE	TRUE	TRUE	TRUE
Vitvi02g00227	TRUE	TRUE	TRUE	TRUE
Vitvi02g00228	TRUE	TRUE	TRUE	TRUE
Vitvi02g00230	TRUE	TRUE	TRUE	TRUE
Vitvi02g00231	TRUE	FALSE	FALSE	FALSE
Vitvi02g00232	TRUE	TRUE	TRUE	TRUE
Vitvi02g00235	TRUE	TRUE	TRUE	FALSE
Vitvi02g00236	TRUE	TRUE	TRUE	TRUE
Vitvi02g00237	TRUE	TRUE	TRUE	TRUE
Vitvi02g00238	TRUE	TRUE	TRUE	TRUE
Vitvi02g00239	TRUE	TRUE	TRUE	TRUE
Vitvi02g00240	TRUE	TRUE	TRUE	TRUE
Vitvi02g00241	TRUE	TRUE	TRUE	TRUE
Vitvi02g00242	FALSE	TRUE	FALSE	TRUE
Vitvi02g00243	TRUE	TRUE	TRUE	TRUE
Vitvi02g00244	TRUE	FALSE	TRUE	TRUE
Vitvi02g00245	TRUE	TRUE	TRUE	TRUE
Vitvi02g00246	TRUE	TRUE	FALSE	TRUE
Vitvi02g00247	TRUE	TRUE	TRUE	TRUE
Vitvi02g00248	FALSE	TRUE	TRUE	TRUE
Vitvi02g00249	TRUE	TRUE	FALSE	FALSE
Vitvi02g00250	TRUE	TRUE	TRUE	TRUE
Vitvi02g00251	FALSE	TRUE	TRUE	TRUE
Vitvi02g00255	TRUE	TRUE	TRUE	TRUE
Vitvi02g00256	TRUE	TRUE	TRUE	TRUE
Vitvi02g00257	TRUE	TRUE	TRUE	TRUE
Vitvi02g00258	TRUE	TRUE	TRUE	FALSE
Vitvi02g00260	TRUE	TRUE	TRUE	TRUE
Vitvi02g00261	TRUE	TRUE	TRUE	TRUE
Vitvi02g00263	TRUE	TRUE	TRUE	TRUE
Vitvi02g00264	FALSE	TRUE	FALSE	FALSE
Vitvi02g00265	FALSE	TRUE	FALSE	FALSE
Vitvi02g00270	TRUE	TRUE	TRUE	TRUE
Vitvi02g00273	TRUE	TRUE	TRUE	TRUE
Vitvi02g00274	TRUE	TRUE	TRUE	TRUE
Vitvi02g00275	TRUE	TRUE	TRUE	TRUE
Vitvi02g00276	TRUE	TRUE	TRUE	TRUE
Vitvi02g00277	TRUE	TRUE	TRUE	TRUE
Vitvi02g00278	TRUE	TRUE	TRUE	TRUE
Vitvi02g00279	TRUE	TRUE	FALSE	FALSE
Vitvi02g00280	TRUE	TRUE	TRUE	TRUE
Vitvi02g00282	TRUE	TRUE	TRUE	TRUE
Vitvi02g00283	TRUE	TRUE	TRUE	TRUE
Vitvi02g00284	TRUE	TRUE	TRUE	TRUE
Vitvi02g00286	TRUE	TRUE	TRUE	TRUE
Vitvi02g00288	TRUE	TRUE	TRUE	TRUE
Vitvi02g00289	TRUE	TRUE	TRUE	TRUE
Vitvi02g00290	TRUE	TRUE	TRUE	TRUE
Vitvi02g00291	TRUE	TRUE	TRUE	TRUE
Vitvi02g00293	TRUE	TRUE	TRUE	TRUE
Vitvi02g00294	TRUE	TRUE	TRUE	TRUE
Vitvi02g00295	TRUE	TRUE	TRUE	TRUE
Vitvi02g00296	TRUE	TRUE	TRUE	FALSE
Vitvi02g00297	TRUE	TRUE	TRUE	TRUE
Vitvi02g00298	TRUE	TRUE	TRUE	TRUE
Vitvi02g00301	FALSE	TRUE	TRUE	TRUE
Vitvi02g00303	TRUE	TRUE	TRUE	TRUE
Vitvi02g00304	FALSE	TRUE	TRUE	TRUE
Vitvi02g00308	TRUE	FALSE	FALSE	TRUE
Vitvi02g00309	TRUE	TRUE	TRUE	TRUE
Vitvi02g00310	FALSE	TRUE	TRUE	TRUE
Vitvi02g00311	TRUE	TRUE	TRUE	TRUE
Vitvi02g00313	TRUE	TRUE	TRUE	TRUE
Vitvi02g00314	TRUE	TRUE	TRUE	TRUE
Vitvi02g00315	TRUE	TRUE	TRUE	TRUE
Vitvi02g00316	TRUE	TRUE	TRUE	TRUE
Vitvi02g00317	TRUE	TRUE	TRUE	TRUE
Vitvi02g00318	TRUE	TRUE	TRUE	TRUE
Vitvi02g00319	TRUE	TRUE	TRUE	TRUE
Vitvi02g00320	FALSE	TRUE	TRUE	TRUE
Vitvi02g00322	TRUE	TRUE	TRUE	TRUE
Vitvi02g00324	TRUE	TRUE	TRUE	TRUE
Vitvi02g00325	TRUE	TRUE	TRUE	TRUE
Vitvi02g00326	TRUE	TRUE	TRUE	TRUE
Vitvi02g00327	TRUE	TRUE	TRUE	TRUE
Vitvi02g00328	TRUE	TRUE	TRUE	TRUE
Vitvi02g00329	TRUE	TRUE	TRUE	TRUE
Vitvi02g00330	TRUE	TRUE	TRUE	FALSE
Vitvi02g00331	TRUE	TRUE	TRUE	TRUE
Vitvi02g00332	TRUE	TRUE	TRUE	TRUE
Vitvi02g00333	TRUE	TRUE	TRUE	TRUE
Vitvi02g00335	TRUE	TRUE	FALSE	TRUE
Vitvi02g00337	TRUE	TRUE	TRUE	TRUE
Vitvi02g00338	TRUE	TRUE	TRUE	TRUE
Vitvi02g00339	TRUE	TRUE	TRUE	TRUE
Vitvi02g00340	TRUE	TRUE	TRUE	TRUE
Vitvi02g00341	TRUE	TRUE	TRUE	TRUE
Vitvi02g00342	TRUE	TRUE	TRUE	TRUE
Vitvi02g00346	TRUE	TRUE	TRUE	TRUE
Vitvi02g00348	TRUE	TRUE	TRUE	TRUE
Vitvi02g00349	TRUE	TRUE	TRUE	TRUE
Vitvi02g00359	FALSE	FALSE	FALSE	TRUE
Vitvi02g00363	TRUE	TRUE	TRUE	FALSE
Vitvi02g00364	TRUE	TRUE	TRUE	TRUE
Vitvi02g00365	TRUE	TRUE	TRUE	TRUE
Vitvi02g00366	TRUE	TRUE	TRUE	TRUE
Vitvi02g00367	FALSE	TRUE	TRUE	FALSE
Vitvi02g00368	TRUE	FALSE	FALSE	FALSE
Vitvi02g00370	TRUE	TRUE	TRUE	TRUE
Vitvi02g00373	TRUE	TRUE	TRUE	TRUE
Vitvi02g00374	TRUE	TRUE	TRUE	TRUE
Vitvi02g00375	TRUE	TRUE	TRUE	TRUE
Vitvi02g00377	TRUE	FALSE	FALSE	FALSE
Vitvi02g00378	TRUE	TRUE	TRUE	TRUE
Vitvi02g00379	TRUE	TRUE	TRUE	FALSE
Vitvi02g00380	TRUE	FALSE	TRUE	TRUE
Vitvi02g00381	TRUE	TRUE	TRUE	FALSE
Vitvi02g00382	TRUE	TRUE	TRUE	TRUE
Vitvi02g00383	TRUE	TRUE	TRUE	TRUE
Vitvi02g00384	TRUE	TRUE	TRUE	TRUE
Vitvi02g00385	TRUE	TRUE	FALSE	FALSE
Vitvi02g00386	TRUE	TRUE	TRUE	TRUE
Vitvi02g00387	TRUE	TRUE	TRUE	TRUE
Vitvi02g00388	TRUE	TRUE	TRUE	FALSE
Vitvi02g00389	TRUE	TRUE	TRUE	TRUE
Vitvi02g00390	TRUE	TRUE	TRUE	TRUE
Vitvi02g00391	TRUE	TRUE	TRUE	FALSE
Vitvi02g00393	TRUE	TRUE	TRUE	TRUE
Vitvi02g00394	TRUE	TRUE	TRUE	TRUE
Vitvi02g00395	TRUE	TRUE	TRUE	FALSE
Vitvi02g00398	TRUE	TRUE	TRUE	TRUE
Vitvi02g00399	TRUE	TRUE	TRUE	TRUE
Vitvi02g00401	TRUE	TRUE	TRUE	TRUE
Vitvi02g00402	TRUE	TRUE	TRUE	TRUE
Vitvi02g00403	TRUE	TRUE	TRUE	TRUE
Vitvi02g00404	FALSE	FALSE	FALSE	TRUE
Vitvi02g00407	TRUE	TRUE	TRUE	TRUE
Vitvi02g00409	TRUE	TRUE	TRUE	TRUE
Vitvi02g00410	TRUE	TRUE	TRUE	TRUE
Vitvi02g00411	TRUE	FALSE	TRUE	TRUE
Vitvi02g00413	TRUE	TRUE	TRUE	TRUE
Vitvi02g00414	FALSE	TRUE	FALSE	FALSE
Vitvi02g00415	FALSE	TRUE	FALSE	TRUE
Vitvi02g00416	TRUE	TRUE	TRUE	TRUE
Vitvi02g00417	TRUE	TRUE	TRUE	TRUE
Vitvi02g00418	FALSE	TRUE	TRUE	TRUE
Vitvi02g00419	TRUE	TRUE	TRUE	TRUE
Vitvi02g00420	TRUE	TRUE	TRUE	TRUE
Vitvi02g00421	TRUE	TRUE	TRUE	TRUE
Vitvi02g00422	TRUE	TRUE	TRUE	TRUE
Vitvi02g00423	TRUE	TRUE	TRUE	TRUE
Vitvi02g00424	TRUE	TRUE	FALSE	TRUE
Vitvi02g00425	TRUE	TRUE	FALSE	FALSE
Vitvi02g00426	TRUE	TRUE	TRUE	TRUE
Vitvi02g00427	FALSE	TRUE	FALSE	TRUE
Vitvi02g00429	TRUE	TRUE	TRUE	TRUE
Vitvi02g00431	TRUE	TRUE	TRUE	FALSE
Vitvi02g00432	TRUE	FALSE	FALSE	FALSE
Vitvi02g00434	TRUE	TRUE	TRUE	TRUE
Vitvi02g00435	TRUE	TRUE	TRUE	TRUE
Vitvi02g00436	FALSE	FALSE	FALSE	TRUE
Vitvi02g00437	TRUE	TRUE	TRUE	TRUE
Vitvi02g00440	TRUE	TRUE	TRUE	TRUE
Vitvi02g00441	TRUE	TRUE	TRUE	TRUE
Vitvi02g00442	TRUE	TRUE	TRUE	TRUE
Vitvi02g00444	TRUE	TRUE	TRUE	TRUE
Vitvi02g00445	TRUE	FALSE	TRUE	TRUE
Vitvi02g00446	TRUE	TRUE	TRUE	TRUE
Vitvi02g00448	TRUE	FALSE	FALSE	FALSE
Vitvi02g00449	TRUE	TRUE	TRUE	TRUE
Vitvi02g00450	TRUE	TRUE	TRUE	TRUE
Vitvi02g00454	TRUE	TRUE	TRUE	TRUE
Vitvi02g00457	TRUE	TRUE	TRUE	TRUE
Vitvi02g00458	TRUE	TRUE	TRUE	TRUE
Vitvi02g00459	TRUE	TRUE	TRUE	TRUE
Vitvi02g00460	TRUE	TRUE	TRUE	TRUE
Vitvi02g00461	FALSE	TRUE	TRUE	FALSE
Vitvi02g00462	FALSE	TRUE	TRUE	TRUE
Vitvi02g00463	FALSE	TRUE	TRUE	TRUE
Vitvi02g00464	FALSE	TRUE	TRUE	FALSE
Vitvi02g00465	TRUE	TRUE	TRUE	TRUE
Vitvi02g00466	TRUE	TRUE	TRUE	TRUE
Vitvi02g00467	TRUE	TRUE	TRUE	TRUE
Vitvi02g00468	TRUE	FALSE	FALSE	FALSE
Vitvi02g00469	TRUE	TRUE	TRUE	TRUE
Vitvi02g00470	TRUE	TRUE	TRUE	TRUE
Vitvi02g00471	TRUE	FALSE	FALSE	FALSE
Vitvi02g00472	TRUE	TRUE	TRUE	TRUE
Vitvi02g00473	TRUE	TRUE	TRUE	TRUE
Vitvi02g00475	FALSE	TRUE	FALSE	TRUE
Vitvi02g00476	TRUE	TRUE	TRUE	TRUE
Vitvi02g00477	TRUE	TRUE	TRUE	TRUE
Vitvi02g00479	TRUE	TRUE	TRUE	TRUE
Vitvi02g00480	TRUE	FALSE	FALSE	TRUE
Vitvi02g00481	TRUE	TRUE	TRUE	TRUE
Vitvi02g00482	FALSE	TRUE	TRUE	FALSE
Vitvi02g00483	TRUE	TRUE	TRUE	TRUE
Vitvi02g00485	TRUE	TRUE	TRUE	TRUE
Vitvi02g00486	TRUE	TRUE	TRUE	TRUE
Vitvi02g00488	TRUE	FALSE	FALSE	TRUE
Vitvi02g00489	FALSE	TRUE	TRUE	FALSE
Vitvi02g00495	FALSE	TRUE	FALSE	TRUE
Vitvi02g00496	FALSE	FALSE	TRUE	FALSE
Vitvi02g00498	TRUE	TRUE	TRUE	TRUE
Vitvi02g00499	TRUE	TRUE	TRUE	TRUE
Vitvi02g00500	TRUE	TRUE	TRUE	TRUE
Vitvi02g00501	TRUE	TRUE	TRUE	TRUE
Vitvi02g00502	TRUE	TRUE	TRUE	TRUE
Vitvi02g00505	FALSE	TRUE	TRUE	TRUE
Vitvi02g00507	TRUE	TRUE	TRUE	TRUE
Vitvi02g00509	FALSE	TRUE	TRUE	TRUE
Vitvi02g00510	TRUE	TRUE	TRUE	TRUE
Vitvi02g00511	TRUE	TRUE	TRUE	TRUE
Vitvi02g00512	TRUE	TRUE	TRUE	TRUE
Vitvi02g00513	FALSE	TRUE	TRUE	TRUE
Vitvi02g00514	TRUE	TRUE	TRUE	TRUE
Vitvi02g00516	TRUE	TRUE	TRUE	TRUE
Vitvi02g00517	TRUE	TRUE	TRUE	TRUE
Vitvi02g00519	TRUE	TRUE	FALSE	FALSE
Vitvi02g00521	TRUE	TRUE	TRUE	TRUE
Vitvi02g00524	FALSE	TRUE	TRUE	TRUE
Vitvi02g00525	TRUE	TRUE	TRUE	TRUE
Vitvi02g00526	TRUE	TRUE	TRUE	TRUE
Vitvi02g00527	FALSE	TRUE	FALSE	TRUE
Vitvi02g00528	TRUE	TRUE	TRUE	TRUE
Vitvi02g00529	TRUE	TRUE	TRUE	TRUE
Vitvi02g00531	TRUE	TRUE	TRUE	TRUE
Vitvi02g00532	TRUE	TRUE	TRUE	TRUE
Vitvi02g00533	TRUE	TRUE	TRUE	TRUE
Vitvi02g00534	TRUE	TRUE	TRUE	TRUE
Vitvi02g00535	TRUE	TRUE	TRUE	TRUE
Vitvi02g00536	TRUE	TRUE	TRUE	TRUE
Vitvi02g00538	TRUE	TRUE	TRUE	TRUE
Vitvi02g00541	TRUE	TRUE	TRUE	FALSE
Vitvi02g00542	TRUE	TRUE	TRUE	FALSE
Vitvi02g00545	TRUE	TRUE	TRUE	TRUE
Vitvi02g00546	TRUE	TRUE	TRUE	TRUE
Vitvi02g00547	TRUE	TRUE	TRUE	TRUE
Vitvi02g00548	TRUE	TRUE	TRUE	TRUE
Vitvi02g00549	FALSE	TRUE	TRUE	TRUE
Vitvi02g00551	TRUE	TRUE	TRUE	FALSE
Vitvi02g00553	TRUE	TRUE	TRUE	TRUE
Vitvi02g00554	TRUE	TRUE	TRUE	TRUE
Vitvi02g00555	TRUE	TRUE	TRUE	TRUE
Vitvi02g00556	FALSE	FALSE	TRUE	FALSE
Vitvi02g00557	TRUE	TRUE	FALSE	FALSE
Vitvi02g00558	TRUE	FALSE	TRUE	TRUE
Vitvi02g00559	TRUE	TRUE	TRUE	TRUE
Vitvi02g00560	TRUE	TRUE	TRUE	TRUE
Vitvi02g00561	TRUE	TRUE	TRUE	TRUE
Vitvi02g00563	FALSE	TRUE	FALSE	FALSE
Vitvi02g00565	TRUE	TRUE	TRUE	TRUE
Vitvi02g00566	TRUE	TRUE	TRUE	TRUE
Vitvi02g00567	TRUE	TRUE	TRUE	TRUE
Vitvi02g00569	TRUE	TRUE	TRUE	TRUE
Vitvi02g00570	TRUE	TRUE	FALSE	FALSE
Vitvi02g00571	TRUE	TRUE	TRUE	TRUE
Vitvi02g00572	TRUE	TRUE	TRUE	TRUE
Vitvi02g00575	TRUE	TRUE	TRUE	TRUE
Vitvi02g00576	FALSE	FALSE	FALSE	TRUE
Vitvi02g00580	TRUE	TRUE	TRUE	TRUE
Vitvi02g00581	TRUE	TRUE	TRUE	FALSE
Vitvi02g00585	TRUE	TRUE	TRUE	FALSE
Vitvi02g00586	TRUE	TRUE	TRUE	FALSE
Vitvi02g00588	FALSE	TRUE	FALSE	FALSE
Vitvi02g00590	TRUE	TRUE	TRUE	TRUE
Vitvi02g00593	TRUE	TRUE	TRUE	TRUE
Vitvi02g00594	TRUE	TRUE	TRUE	TRUE
Vitvi02g00595	FALSE	TRUE	TRUE	TRUE
Vitvi02g00597	TRUE	TRUE	TRUE	FALSE
Vitvi02g00598	TRUE	TRUE	TRUE	TRUE
Vitvi02g00599	TRUE	TRUE	TRUE	TRUE
Vitvi02g00600	TRUE	FALSE	FALSE	TRUE
Vitvi02g00603	TRUE	TRUE	TRUE	TRUE
Vitvi02g00604	TRUE	TRUE	TRUE	TRUE
Vitvi02g00605	TRUE	TRUE	TRUE	TRUE
Vitvi02g00606	TRUE	TRUE	TRUE	TRUE
Vitvi02g00607	TRUE	TRUE	TRUE	TRUE
Vitvi02g00614	TRUE	TRUE	TRUE	FALSE
Vitvi02g00615	TRUE	TRUE	TRUE	TRUE
Vitvi02g00617	TRUE	TRUE	TRUE	TRUE
Vitvi02g00618	TRUE	TRUE	FALSE	TRUE
Vitvi02g00619	FALSE	TRUE	FALSE	FALSE
Vitvi02g00620	TRUE	TRUE	TRUE	TRUE
Vitvi02g00623	FALSE	TRUE	TRUE	FALSE
Vitvi02g00626	TRUE	TRUE	TRUE	TRUE
Vitvi02g00627	TRUE	TRUE	FALSE	TRUE
Vitvi02g00629	TRUE	TRUE	TRUE	TRUE
Vitvi02g00630	TRUE	TRUE	FALSE	TRUE
Vitvi02g00633	TRUE	TRUE	TRUE	TRUE
Vitvi02g00634	TRUE	TRUE	TRUE	TRUE
Vitvi02g00635	TRUE	TRUE	TRUE	TRUE
Vitvi02g00636	TRUE	TRUE	TRUE	TRUE
Vitvi02g00638	TRUE	TRUE	TRUE	FALSE
Vitvi02g00639	TRUE	TRUE	TRUE	TRUE
Vitvi02g00640	TRUE	TRUE	TRUE	TRUE
Vitvi02g00641	FALSE	TRUE	FALSE	TRUE
Vitvi02g00642	TRUE	TRUE	TRUE	TRUE
Vitvi02g00645	TRUE	TRUE	TRUE	TRUE
Vitvi02g00646	TRUE	TRUE	TRUE	TRUE
Vitvi02g00648	FALSE	TRUE	TRUE	TRUE
Vitvi02g00649	TRUE	TRUE	TRUE	TRUE
Vitvi02g00650	TRUE	TRUE	TRUE	TRUE
Vitvi02g00651	TRUE	TRUE	TRUE	TRUE
Vitvi02g00653	FALSE	FALSE	FALSE	TRUE
Vitvi02g00654	TRUE	TRUE	TRUE	TRUE
Vitvi02g00655	TRUE	TRUE	TRUE	TRUE
Vitvi02g00656	TRUE	TRUE	TRUE	TRUE
Vitvi02g00658	TRUE	TRUE	TRUE	TRUE
Vitvi02g00659	TRUE	TRUE	FALSE	TRUE
Vitvi02g00660	FALSE	TRUE	TRUE	FALSE
Vitvi02g00661	TRUE	TRUE	TRUE	TRUE
Vitvi02g00662	TRUE	TRUE	TRUE	TRUE
Vitvi02g00663	TRUE	TRUE	TRUE	TRUE
Vitvi02g00665	TRUE	TRUE	TRUE	TRUE
Vitvi02g00666	TRUE	TRUE	TRUE	TRUE
Vitvi02g00667	TRUE	TRUE	TRUE	TRUE
Vitvi02g00669	TRUE	TRUE	TRUE	TRUE
Vitvi02g00670	TRUE	TRUE	TRUE	TRUE
Vitvi02g00672	TRUE	TRUE	FALSE	TRUE
Vitvi02g00673	TRUE	TRUE	TRUE	TRUE
Vitvi02g00674	TRUE	TRUE	TRUE	TRUE
Vitvi02g00677	TRUE	TRUE	TRUE	TRUE
Vitvi02g00678	TRUE	TRUE	TRUE	TRUE
Vitvi02g00679	TRUE	FALSE	TRUE	TRUE
Vitvi02g00680	TRUE	TRUE	TRUE	TRUE
Vitvi02g00681	TRUE	TRUE	TRUE	TRUE
Vitvi02g00682	TRUE	TRUE	TRUE	TRUE
Vitvi02g00683	TRUE	FALSE	FALSE	TRUE
Vitvi02g00684	TRUE	TRUE	TRUE	TRUE
Vitvi02g00685	TRUE	TRUE	TRUE	TRUE
Vitvi02g00686	TRUE	TRUE	TRUE	TRUE
Vitvi02g00688	TRUE	TRUE	TRUE	TRUE
Vitvi02g00689	TRUE	TRUE	TRUE	TRUE
Vitvi02g00691	TRUE	TRUE	TRUE	TRUE
Vitvi02g00693	TRUE	TRUE	TRUE	TRUE
Vitvi02g00694	TRUE	FALSE	FALSE	FALSE
Vitvi02g00695	TRUE	TRUE	TRUE	TRUE
Vitvi02g00696	TRUE	TRUE	TRUE	TRUE
Vitvi02g00698	TRUE	TRUE	TRUE	TRUE
Vitvi02g00699	FALSE	TRUE	TRUE	TRUE
Vitvi02g00700	TRUE	TRUE	TRUE	TRUE
Vitvi02g00701	TRUE	TRUE	TRUE	TRUE
Vitvi02g00702	TRUE	TRUE	TRUE	TRUE
Vitvi02g00703	TRUE	TRUE	TRUE	TRUE
Vitvi02g00704	TRUE	TRUE	TRUE	TRUE
Vitvi02g00705	TRUE	TRUE	TRUE	TRUE
Vitvi02g00706	TRUE	TRUE	TRUE	TRUE
Vitvi02g00708	TRUE	TRUE	TRUE	TRUE
Vitvi02g00709	TRUE	TRUE	TRUE	TRUE
Vitvi02g00710	FALSE	TRUE	FALSE	TRUE
Vitvi02g00711	FALSE	TRUE	TRUE	FALSE
Vitvi02g00714	TRUE	TRUE	TRUE	TRUE
Vitvi02g00715	TRUE	TRUE	TRUE	TRUE
Vitvi02g00717	TRUE	TRUE	TRUE	TRUE
Vitvi02g00718	TRUE	TRUE	TRUE	TRUE
Vitvi02g00719	TRUE	TRUE	TRUE	TRUE
Vitvi02g00721	TRUE	TRUE	TRUE	TRUE
Vitvi02g00722	TRUE	TRUE	TRUE	TRUE
Vitvi02g00723	TRUE	TRUE	TRUE	TRUE
Vitvi02g00724	TRUE	TRUE	TRUE	TRUE
Vitvi02g00726	TRUE	TRUE	TRUE	TRUE
Vitvi02g00728	TRUE	TRUE	FALSE	FALSE
Vitvi02g00729	TRUE	TRUE	TRUE	TRUE
Vitvi02g00732	TRUE	TRUE	TRUE	TRUE
Vitvi02g00733	TRUE	FALSE	FALSE	TRUE
Vitvi02g00734	FALSE	TRUE	FALSE	FALSE
Vitvi02g00735	FALSE	TRUE	TRUE	TRUE
Vitvi02g00737	TRUE	TRUE	TRUE	TRUE
Vitvi02g00738	TRUE	TRUE	TRUE	TRUE
Vitvi02g00739	TRUE	TRUE	TRUE	TRUE
Vitvi02g00746	TRUE	FALSE	TRUE	TRUE
Vitvi02g00747	TRUE	TRUE	TRUE	TRUE
Vitvi02g00749	TRUE	TRUE	FALSE	TRUE
Vitvi02g00750	TRUE	TRUE	TRUE	TRUE
Vitvi02g00751	TRUE	TRUE	FALSE	FALSE
Vitvi02g00752	TRUE	FALSE	FALSE	FALSE
Vitvi02g00754	TRUE	FALSE	FALSE	FALSE
Vitvi02g00757	TRUE	TRUE	TRUE	TRUE
Vitvi02g00759	TRUE	TRUE	TRUE	TRUE
Vitvi02g00763	TRUE	TRUE	FALSE	FALSE
Vitvi02g00772	TRUE	TRUE	TRUE	TRUE
Vitvi02g00773	TRUE	TRUE	TRUE	TRUE
