gene_id	i2	group	robust_meta_gene
Vitvi05g00354	0.755494465115003	All genes	FALSE
Vitvi05g00355	0.866063482023762	All genes	FALSE
Vitvi05g00357	0.695905196763587	All genes	TRUE
Vitvi05g00358	0	All genes	TRUE
Vitvi05g00359	0.109330015331831	Blue	TRUE
Vitvi05g00360	0.890655568991833	Turquoise	FALSE
Vitvi05g00362	0.885614893533393	Turquoise	TRUE
Vitvi05g00363	0	Turquoise	TRUE
Vitvi05g00364	0.932319987125026	All genes	FALSE
Vitvi05g00365	0.85816645670554	All genes	FALSE
Vitvi05g00366	0	All genes	FALSE
Vitvi05g00367	0.0449908340118967	All genes	FALSE
Vitvi05g00368	0.816644149655288	All genes	FALSE
Vitvi05g00369	0	All genes	FALSE
Vitvi05g00372	0.957078794034183	Turquoise	FALSE
Vitvi05g00373	0.903681356222735	All genes	FALSE
Vitvi05g00374	0.838400139044662	All genes	FALSE
Vitvi05g00376	0	All genes	TRUE
Vitvi05g00377	0.152083116459876	All genes	FALSE
Vitvi05g00380	0.250194996304201	All genes	FALSE
Vitvi05g00381	0.832888486548812	All genes	FALSE
Vitvi05g00382	0	Turquoise	TRUE
Vitvi05g00383	0.939158664926049	All genes	FALSE
Vitvi05g00384	0.743292130846705	All genes	TRUE
Vitvi05g00385	0.61301862239467	All genes	FALSE
Vitvi05g00386	0.944209440291517	All genes	FALSE
Vitvi05g00387	0.906464612701121	All genes	FALSE
Vitvi05g00388	0.74528840422453	All genes	FALSE
Vitvi05g00389	0	All genes	FALSE
Vitvi05g00390	0.747573971100127	All genes	FALSE
Vitvi05g00391	0.831756803099401	All genes	FALSE
Vitvi05g00392	0	All genes	TRUE
Vitvi05g00393	0	All genes	TRUE
Vitvi05g00395	0.505230883978422	All genes	TRUE
Vitvi05g00396	0.801830042082687	All genes	FALSE
Vitvi05g00397	0.410552599675138	All genes	TRUE
Vitvi05g00398	0.675101767867897	All genes	FALSE
Vitvi05g00399	0.587993956656339	All genes	TRUE
Vitvi05g00400	0.342271337483751	All genes	FALSE
Vitvi05g00401	0.313240793113746	All genes	FALSE
Vitvi05g00402	0.223238598794172	All genes	FALSE
Vitvi05g00403	0.937324092643469	Turquoise	FALSE
Vitvi05g00404	0	All genes	FALSE
Vitvi05g00406	0.42196606373547	All genes	FALSE
Vitvi05g00407	0.631004568565342	All genes	FALSE
Vitvi05g00408	0.298905679436152	All genes	TRUE
Vitvi05g00409	0.34277877935503	All genes	FALSE
Vitvi05g00410	0.91914997536719	Blue	FALSE
Vitvi05g00412	0	All genes	TRUE
Vitvi05g00413	0.849576537644282	All genes	FALSE
Vitvi05g00416	0.834597069705661	All genes	FALSE
Vitvi05g00418	0.808275446216486	All genes	FALSE
Vitvi05g00419	0	All genes	FALSE
Vitvi05g00420	0.896092113410873	All genes	FALSE
Vitvi05g00422	0.780273490790369	All genes	TRUE
Vitvi05g00423	0.863022329428731	All genes	FALSE
Vitvi05g00424	0	All genes	FALSE
Vitvi05g00425	0.442307943541575	All genes	TRUE
Vitvi05g00426	0.72681772185359	Turquoise	TRUE
Vitvi05g00427	0	All genes	TRUE
Vitvi05g00429	0.574438193619733	All genes	TRUE
Vitvi05g00430	0.899392738911221	All genes	FALSE
Vitvi05g00433	0.855813992074641	All genes	FALSE
Vitvi05g00434	0	All genes	TRUE
Vitvi05g00435	0	All genes	TRUE
Vitvi05g00436	0.537004540571219	All genes	FALSE
Vitvi05g00437	0.527692973173687	Turquoise	FALSE
Vitvi05g00438	0.796563688448159	All genes	FALSE
Vitvi05g00439	0.60632802054575	All genes	FALSE
Vitvi05g00440	0.537243080256265	All genes	FALSE
Vitvi05g00441	0.581309032395989	All genes	FALSE
Vitvi05g00442	0.88448735700505	All genes	FALSE
Vitvi05g00443	0.811335635662273	Blue	TRUE
Vitvi05g00444	0	Turquoise	TRUE
Vitvi05g00448	0.827983544322312	Turquoise	FALSE
Vitvi05g00449	0.859891958522518	All genes	FALSE
Vitvi05g00451	0.214136686201215	All genes	TRUE
Vitvi05g00452	0.855294421965197	All genes	FALSE
Vitvi05g00453	0.776185671178957	All genes	FALSE
Vitvi05g00454	0.331047670944183	Turquoise	TRUE
Vitvi05g00455	0.456664587575401	All genes	FALSE
Vitvi05g00456	0.921490703365374	All genes	FALSE
Vitvi05g00457	0.738541118306855	All genes	FALSE
Vitvi05g00458	0.0107220147832517	All genes	TRUE
Vitvi05g00459	0.597061716033419	All genes	TRUE
Vitvi05g00460	0.761719859217351	Turquoise	FALSE
Vitvi05g00461	0	All genes	TRUE
Vitvi05g00462	0.929335739488943	All genes	FALSE
Vitvi05g00463	0.645320067787593	All genes	FALSE
Vitvi05g00464	0.83723811697272	All genes	TRUE
Vitvi05g00467	0.934494597661429	Turquoise	FALSE
Vitvi05g00468	0.885739929930515	Blue	FALSE
Vitvi05g00469	0	All genes	FALSE
Vitvi05g00470	0.466697677347721	All genes	FALSE
Vitvi05g00472	0.774230166397073	Turquoise	TRUE
Vitvi05g00474	0.941962655693684	Turquoise	FALSE
Vitvi05g00475	0.88952817254677	Blue	FALSE
Vitvi05g00476	0.745172639100913	Turquoise	TRUE
Vitvi05g00481	0.656380188023512	All genes	FALSE
Vitvi05g00482	0.753866907647024	All genes	FALSE
Vitvi05g00485	0.86996278799111	All genes	FALSE
Vitvi05g00486	0.884021188567081	Blue	TRUE
Vitvi05g00487	0.70543891299719	All genes	TRUE
Vitvi05g00490	0	All genes	TRUE
Vitvi05g00492	0	All genes	TRUE
Vitvi05g00496	0	All genes	FALSE
Vitvi05g00497	0.8362832697596	All genes	FALSE
Vitvi05g00498	0.638700218873465	All genes	FALSE
Vitvi05g00499	0	All genes	TRUE
Vitvi05g00500	0.0983024412777332	All genes	FALSE
Vitvi05g00503	0	All genes	TRUE
Vitvi05g00504	0	All genes	FALSE
Vitvi05g00505	0.870102506544976	Turquoise	FALSE
Vitvi05g00506	0	All genes	FALSE
Vitvi05g00508	0.852725105211497	All genes	FALSE
Vitvi05g00509	0.559789714656425	Turquoise	TRUE
Vitvi05g00510	0.918227564356981	All genes	FALSE
Vitvi05g00512	0.804771537217551	All genes	FALSE
Vitvi05g00513	0	All genes	FALSE
Vitvi05g00514	0.890671675987393	All genes	FALSE
Vitvi05g00516	0.661383402583925	All genes	FALSE
Vitvi05g00517	0.493417880906186	All genes	FALSE
Vitvi05g00518	0.785333449776332	All genes	FALSE
Vitvi05g00519	0.610168335135048	All genes	TRUE
Vitvi05g00520	0.419129439660056	All genes	TRUE
Vitvi05g00521	0.247890023507043	All genes	FALSE
Vitvi05g00522	0.95354559347615	All genes	FALSE
Vitvi05g00524	0	All genes	FALSE
Vitvi05g00526	0	All genes	FALSE
Vitvi05g00527	0.785327083386885	All genes	FALSE
Vitvi05g00529	0.843039474251276	All genes	FALSE
Vitvi05g00530	0.860868689734155	Turquoise	TRUE
Vitvi05g00533	0	Turquoise	TRUE
Vitvi05g00534	0.786287055778299	All genes	FALSE
Vitvi05g00537	0	All genes	FALSE
Vitvi05g00538	0	All genes	FALSE
Vitvi05g00539	0.930971160867569	All genes	FALSE
Vitvi05g00540	0.956925580964283	All genes	FALSE
Vitvi05g00541	0.779796059346696	Turquoise	TRUE
Vitvi05g00542	0	Turquoise	TRUE
Vitvi05g00543	0.225635723837936	Turquoise	TRUE
Vitvi05g00544	0.194772120677775	All genes	TRUE
Vitvi05g00545	0.82527695842759	All genes	FALSE
Vitvi05g00548	0.767066357830497	All genes	FALSE
Vitvi05g00549	0.848596130793603	Turquoise	FALSE
Vitvi05g00551	0.928203639151695	All genes	FALSE
Vitvi05g00553	0.888494019640037	All genes	FALSE
Vitvi05g00554	0.847263096502172	Turquoise	TRUE
Vitvi05g00556	0.746486990718483	All genes	FALSE
Vitvi05g00557	0	Turquoise	TRUE
Vitvi05g00558	0.783768466278612	All genes	FALSE
Vitvi05g00559	0.758592472820723	All genes	FALSE
Vitvi05g00560	0.324574041312192	All genes	FALSE
Vitvi05g00561	0.931228176668305	All genes	FALSE
Vitvi05g00562	0.965195249510472	All genes	FALSE
Vitvi05g00563	0.749106494723473	Blue	TRUE
Vitvi05g00564	0.598427604890521	All genes	FALSE
Vitvi05g00565	0	All genes	FALSE
Vitvi05g00568	0.795904566658947	All genes	FALSE
Vitvi05g00569	0.881599839713702	All genes	FALSE
Vitvi05g00570	0.536964459448429	All genes	TRUE
Vitvi05g00573	0.629293683105394	All genes	TRUE
Vitvi05g00574	0	Turquoise	TRUE
Vitvi05g00575	0.692513442068499	All genes	FALSE
Vitvi05g00576	0.864188128675249	All genes	FALSE
Vitvi05g00577	0.446205742404816	All genes	FALSE
Vitvi05g00580	0.787347168815711	All genes	FALSE
Vitvi05g00582	0.634969375007913	All genes	FALSE
Vitvi05g00588	0.646862509566342	Blue	TRUE
Vitvi05g00605	0.823185123519878	All genes	FALSE
Vitvi05g00606	0.963378358318083	All genes	FALSE
Vitvi05g00607	0.792343465296217	All genes	FALSE
Vitvi05g00609	0	All genes	FALSE
Vitvi05g00611	0.455476313597623	All genes	FALSE
Vitvi05g00612	0	All genes	TRUE
Vitvi05g00613	0.961413902119961	All genes	FALSE
Vitvi05g00614	0.937711757627463	Turquoise	FALSE
Vitvi05g00615	0.468163396251902	All genes	FALSE
Vitvi05g00616	0.980313098270735	Turquoise	FALSE
Vitvi05g00617	0.753675024008084	All genes	FALSE
Vitvi05g00618	0.801399432389377	All genes	FALSE
Vitvi05g00619	0	All genes	FALSE
Vitvi05g00620	0.974610903468991	All genes	FALSE
Vitvi05g00621	0.841455855273454	All genes	FALSE
Vitvi05g00623	0.866593531935904	All genes	FALSE
Vitvi05g00624	0	All genes	TRUE
Vitvi05g00625	0.922982717156623	All genes	FALSE
Vitvi05g00626	0.46140386074811	All genes	TRUE
Vitvi05g00627	0.664581340462165	All genes	FALSE
Vitvi05g00628	0.0369837273867879	All genes	FALSE
Vitvi05g00629	0.838663949986412	Blue	TRUE
Vitvi05g00630	0.913271297003986	All genes	FALSE
Vitvi05g00631	0.87597473726787	All genes	FALSE
Vitvi05g00632	0.727461339577888	All genes	FALSE
Vitvi05g00633	0.717732288505009	All genes	FALSE
Vitvi05g00634	0.73853057025148	All genes	FALSE
Vitvi05g00637	0.920742490568434	All genes	FALSE
Vitvi05g00638	0.584283926226834	All genes	FALSE
Vitvi05g00639	0.608655743716287	All genes	FALSE
Vitvi05g00640	0.928271647856111	All genes	FALSE
Vitvi05g00641	0.38158929466983	All genes	FALSE
Vitvi05g00642	0.343256446942244	All genes	TRUE
Vitvi05g00645	0.538144607460215	All genes	TRUE
Vitvi05g00648	0.68970766342386	All genes	FALSE
Vitvi05g00650	0.840622200015604	All genes	FALSE
Vitvi05g00651	0.816661015144363	All genes	FALSE
Vitvi05g00652	0.483842037567578	Turquoise	FALSE
Vitvi05g00654	0.818612862571674	All genes	FALSE
Vitvi05g00655	0.394004423598205	All genes	FALSE
Vitvi05g00656	0.357974608471602	All genes	TRUE
Vitvi05g00657	0.733791717253696	All genes	FALSE
Vitvi05g00661	0.847910278339145	All genes	FALSE
Vitvi05g00663	0	Turquoise	TRUE
Vitvi05g00664	0	All genes	FALSE
Vitvi05g00666	0.852694671386625	All genes	FALSE
Vitvi05g00672	0.965522730871243	All genes	FALSE
Vitvi05g00675	0.904322455538704	All genes	FALSE
Vitvi05g00676	0	All genes	FALSE
Vitvi05g00681	0.945072659511948	All genes	FALSE
Vitvi05g00684	0.834340610412203	All genes	FALSE
Vitvi05g00686	0.89729905587247	All genes	FALSE
Vitvi05g00687	0.514463696997375	All genes	FALSE
Vitvi05g00688	0.151739274988371	Turquoise	TRUE
Vitvi05g00690	0.579773183352066	All genes	FALSE
Vitvi05g00691	0.788281521114336	All genes	FALSE
Vitvi05g00692	0.762172413627587	All genes	FALSE
Vitvi05g00693	0.802723522544767	All genes	FALSE
Vitvi05g00694	0.176906112892537	All genes	FALSE
Vitvi05g00696	0	All genes	FALSE
Vitvi05g00698	0.787945167739866	All genes	FALSE
Vitvi05g00699	0.782129392791772	All genes	FALSE
Vitvi05g00706	0.654588145788398	All genes	FALSE
Vitvi05g00709	0.560651455634662	All genes	FALSE
Vitvi05g00711	0.467289790319507	Blue	TRUE
Vitvi05g00712	0	All genes	TRUE
Vitvi05g00713	0.665966887293541	All genes	TRUE
Vitvi05g00715	0.91018568633322	All genes	FALSE
Vitvi05g00726	0.638790182140934	All genes	FALSE
Vitvi05g00729	0.834186462299097	All genes	FALSE
Vitvi05g00731	0.721208663655476	All genes	FALSE
Vitvi05g00736	0.811830041423195	Blue	FALSE
Vitvi05g00737	0.696252279080055	All genes	FALSE
Vitvi05g00739	0.929412083326189	Turquoise	FALSE
Vitvi05g00742	0.454969725737153	All genes	FALSE
Vitvi05g00746	0.190682750273947	All genes	FALSE
Vitvi05g00752	0.921069654541284	Turquoise	FALSE
Vitvi05g00755	0.215601701862365	All genes	FALSE
Vitvi05g00757	0.69522260432152	All genes	FALSE
Vitvi05g00759	0.821860393948692	All genes	FALSE
Vitvi05g00764	0.917606064832604	All genes	FALSE
Vitvi05g00765	0.186942727246789	All genes	FALSE
Vitvi05g00767	0.0777283955879587	All genes	FALSE
Vitvi05g00770	0.195792717507293	All genes	FALSE
Vitvi05g00771	0.102301640064974	All genes	FALSE
Vitvi05g00772	0.908278175505197	All genes	FALSE
Vitvi05g00774	0.875630408736154	All genes	FALSE
Vitvi05g00775	0.182559684516503	Turquoise	TRUE
Vitvi05g00779	0.42108377903274	All genes	TRUE
Vitvi05g00780	0.913161374915832	Turquoise	FALSE
Vitvi05g00781	0.931938606852562	All genes	FALSE
Vitvi05g00782	0.827425163231411	All genes	FALSE
Vitvi05g00783	0.205665143303311	Turquoise	TRUE
Vitvi05g00787	0	All genes	TRUE
Vitvi05g00788	0.888536488879454	All genes	FALSE
Vitvi05g00789	0.809896382036932	All genes	FALSE
Vitvi05g00790	0.930497938796857	All genes	FALSE
Vitvi05g00794	0.901894529048209	All genes	FALSE
Vitvi05g00795	0.832260537752009	Turquoise	FALSE
Vitvi05g00796	0	All genes	TRUE
Vitvi05g00799	0	All genes	TRUE
Vitvi05g00800	0.440142535216181	All genes	TRUE
Vitvi05g00802	0.800925071244501	Blue	TRUE
Vitvi05g00811	0.885696522352869	All genes	FALSE
Vitvi05g00812	0	All genes	TRUE
Vitvi05g00815	0.640455043916253	All genes	TRUE
Vitvi05g00816	0	All genes	FALSE
Vitvi05g00817	0.78639436480792	All genes	FALSE
Vitvi05g00818	0	All genes	FALSE
Vitvi05g00820	0.611973713617893	All genes	FALSE
Vitvi05g00821	0.466308717053623	All genes	FALSE
Vitvi05g00822	0.959546222246987	All genes	FALSE
Vitvi05g00825	0	All genes	FALSE
Vitvi05g00826	0.744876169357355	All genes	FALSE
Vitvi05g00828	0.682525045843645	Turquoise	TRUE
Vitvi05g00829	0.252151940390295	All genes	FALSE
Vitvi05g00830	0.574291306099249	All genes	FALSE
Vitvi05g00831	0.915069612022878	All genes	FALSE
Vitvi05g00832	0	All genes	FALSE
Vitvi05g00834	0.491751190515723	All genes	TRUE
Vitvi05g00835	0.853027141021782	All genes	FALSE
Vitvi05g00836	0.785189289577648	Blue	TRUE
Vitvi05g00837	0.670757254505016	All genes	FALSE
Vitvi05g00838	0.869102054605521	All genes	FALSE
Vitvi05g00839	0.787687198140093	All genes	FALSE
Vitvi05g00849	0.478021641633204	All genes	FALSE
Vitvi05g00851	0.807580950765877	All genes	FALSE
Vitvi05g00852	0.886276682124863	All genes	FALSE
Vitvi05g00855	0	All genes	FALSE
Vitvi05g00857	0.919491335967516	Blue	FALSE
Vitvi05g00858	0.77626995663193	All genes	FALSE
Vitvi05g00864	0.457376239175	All genes	TRUE
Vitvi05g00866	0.939304310650208	All genes	FALSE
Vitvi05g00867	0.871112054815162	All genes	FALSE
Vitvi05g00872	0.911223461671473	All genes	FALSE
Vitvi05g00873	0.875089194826448	All genes	FALSE
Vitvi05g00874	0.77188687956014	Turquoise	FALSE
Vitvi05g00875	0.907806213480743	All genes	FALSE
Vitvi05g00878	0	All genes	FALSE
Vitvi05g00883	0.744831811043908	Blue	TRUE
Vitvi05g00884	0	All genes	FALSE
Vitvi05g00885	0.658124740502734	Turquoise	TRUE
Vitvi05g00886	0.981564702384297	All genes	FALSE
Vitvi05g00888	0.824720053846414	Turquoise	FALSE
Vitvi05g00891	0.787542715479978	All genes	FALSE
Vitvi05g00903	0.684485001728194	All genes	FALSE
Vitvi05g00907	0.783476369886996	All genes	FALSE
Vitvi05g00909	0.0406604943690519	All genes	FALSE
Vitvi05g00910	0.495337472552785	All genes	FALSE
Vitvi05g00913	0.385706082766103	All genes	FALSE
Vitvi05g00918	0	All genes	TRUE
Vitvi05g00923	0	Blue	FALSE
Vitvi05g00924	0	All genes	FALSE
Vitvi05g00925	0	All genes	TRUE
Vitvi05g00927	0.744079017174375	All genes	FALSE
Vitvi05g00930	0.260163387712958	All genes	FALSE
Vitvi05g00932	0.881466821352493	All genes	FALSE
Vitvi05g00936	0.880413488791267	All genes	FALSE
Vitvi05g00938	0.210944858664118	All genes	TRUE
Vitvi05g00939	0.757460006940174	All genes	FALSE
Vitvi05g00944	0.367265128822276	All genes	FALSE
Vitvi05g00948	0	All genes	TRUE
Vitvi05g00952	0.802417788685327	All genes	FALSE
Vitvi05g00953	0.721530308550992	Turquoise	TRUE
Vitvi05g00959	0.829010982673255	All genes	FALSE
Vitvi05g00960	0.9144850484274	Turquoise	FALSE
Vitvi05g00961	0.897618342317341	Turquoise	FALSE
Vitvi05g00963	0.55660390883526	Blue	TRUE
Vitvi05g00966	0.136256252848355	All genes	FALSE
Vitvi05g00968	0	All genes	FALSE
Vitvi05g00975	0.858672409381595	All genes	FALSE
Vitvi05g00977	0	All genes	TRUE
Vitvi05g00979	0.378555156368962	All genes	FALSE
Vitvi05g00986	0.57461091670256	All genes	FALSE
Vitvi05g00990	0.548368403731757	Turquoise	TRUE
Vitvi05g00991	0	All genes	TRUE
Vitvi05g01032	0	All genes	FALSE
Vitvi05g01038	0.674547234378126	All genes	FALSE
Vitvi05g01042	0	All genes	TRUE
Vitvi05g01044	0.883953198799584	Turquoise	TRUE
Vitvi05g01046	0.90588647417973	All genes	FALSE
Vitvi05g01048	0	All genes	TRUE
Vitvi05g01052	0.473968192955951	All genes	TRUE
Vitvi05g01054	0.0140256116158031	All genes	FALSE
Vitvi05g01057	0.366750710962598	All genes	FALSE
Vitvi05g01061	0.839884908225905	All genes	TRUE
Vitvi05g01066	0.891389155648576	All genes	FALSE
Vitvi05g01068	0.879721629016148	All genes	FALSE
Vitvi05g01069	0.91868924103845	All genes	FALSE
Vitvi05g01072	0.739849645735464	All genes	FALSE
Vitvi05g01073	0.848910629869244	All genes	FALSE
Vitvi05g01076	0	All genes	TRUE
Vitvi05g01077	0.135354402660721	All genes	TRUE
Vitvi05g01080	0.588002386961633	Turquoise	TRUE
Vitvi05g01082	0.289136404691482	All genes	FALSE
Vitvi05g01088	0.910195843339648	All genes	FALSE
Vitvi05g01090	0.569552911013113	All genes	FALSE
Vitvi05g01091	0.954657887786545	All genes	FALSE
Vitvi05g01094	0.889517924678304	All genes	FALSE
Vitvi05g01097	0.779770091822918	All genes	TRUE
Vitvi05g01103	0.761901501200852	Turquoise	TRUE
Vitvi05g01104	0.751944756144844	Turquoise	FALSE
Vitvi05g01106	0.124773032584711	All genes	FALSE
Vitvi05g01108	0.961581372036036	All genes	FALSE
Vitvi05g01112	0.67879818157607	All genes	FALSE
Vitvi05g01113	0.532512897222535	All genes	FALSE
Vitvi05g01115	0.451660106413956	All genes	TRUE
Vitvi05g01116	0	All genes	TRUE
Vitvi05g01117	0	All genes	FALSE
Vitvi05g01118	0	All genes	FALSE
Vitvi05g01120	0.758660507059589	All genes	FALSE
Vitvi05g01129	0	All genes	FALSE
Vitvi05g01130	0	All genes	TRUE
Vitvi05g01135	0	All genes	TRUE
Vitvi05g01136	0.904055582368281	All genes	FALSE
Vitvi05g01137	0.41711620327158	All genes	FALSE
Vitvi05g01138	0.246838477905307	All genes	FALSE
Vitvi05g01153	0.841294320017484	All genes	FALSE
Vitvi05g01154	0.586254764191322	All genes	FALSE
Vitvi05g01156	0.20826964669439	All genes	FALSE
Vitvi05g01157	0.72866181779936	Turquoise	FALSE
Vitvi05g01170	0.303275991862165	All genes	FALSE
Vitvi05g01184	0.77846041849024	All genes	FALSE
Vitvi05g01185	0.769346700604348	All genes	FALSE
Vitvi05g01186	0.669067947686545	All genes	FALSE
Vitvi05g01189	0.866769951711748	All genes	FALSE
Vitvi05g01197	0.94786896404341	All genes	FALSE
Vitvi05g01200	0.493687326917264	All genes	TRUE
Vitvi05g01201	0.11402222186434	All genes	TRUE
Vitvi05g01202	0.677366212687411	All genes	FALSE
Vitvi05g01209	0	All genes	FALSE
Vitvi05g01213	0.661773895615038	All genes	FALSE
Vitvi05g01216	0.92131099045438	All genes	FALSE
Vitvi05g01219	0.0317747891134325	All genes	TRUE
Vitvi05g01221	0.745746827726798	All genes	FALSE
Vitvi05g01223	0.362282485059474	All genes	TRUE
Vitvi05g01252	0.837984745079323	All genes	FALSE
Vitvi05g01253	0	All genes	FALSE
Vitvi05g01254	0.78027271786859	All genes	FALSE
Vitvi05g01255	0	All genes	FALSE
Vitvi05g01256	0.753686287033339	All genes	FALSE
Vitvi05g01257	0.419802419979895	All genes	FALSE
Vitvi05g01258	0	All genes	FALSE
Vitvi05g01263	0.856552467669982	All genes	FALSE
Vitvi05g01264	0.709023878929262	All genes	FALSE
Vitvi05g01265	0.129203284644789	Turquoise	TRUE
Vitvi05g01266	0.918888920527482	All genes	FALSE
Vitvi05g01267	0.524176426852856	All genes	TRUE
Vitvi05g01269	0.179201616962359	All genes	FALSE
Vitvi05g01276	0.721856386933971	All genes	FALSE
Vitvi05g01285	0.441698199826249	All genes	FALSE
Vitvi05g01291	0.517194188311336	All genes	FALSE
Vitvi05g01298	0	All genes	FALSE
Vitvi05g01300	0.809238775406032	All genes	FALSE
Vitvi05g01301	0.648377538875545	Blue	FALSE
Vitvi05g01304	0.761748279764274	All genes	FALSE
Vitvi05g01306	0.425356468008505	All genes	TRUE
Vitvi05g01308	0.908862230012607	All genes	FALSE
Vitvi05g01309	0	All genes	TRUE
Vitvi05g01314	0.761355186009981	All genes	FALSE
Vitvi05g01317	0.81536317573972	All genes	FALSE
Vitvi05g01318	0.737258221930674	Turquoise	TRUE
Vitvi05g01319	0.947917336987626	All genes	FALSE
Vitvi05g01320	0.90150767551088	All genes	FALSE
Vitvi05g01323	0.513293761746938	All genes	TRUE
Vitvi05g01324	0.545153347308243	All genes	TRUE
Vitvi05g01325	0.745762973576751	All genes	FALSE
Vitvi05g01327	0	All genes	FALSE
Vitvi05g01330	0.852940843945217	All genes	FALSE
Vitvi05g01334	0.911353086364729	All genes	FALSE
Vitvi05g01336	0.515458338116387	All genes	TRUE
Vitvi05g01339	0.821392139244984	All genes	FALSE
Vitvi05g01340	0.802926644839836	All genes	FALSE
Vitvi05g01341	0.867867891791024	All genes	FALSE
Vitvi05g01342	0.862660769827411	All genes	TRUE
Vitvi05g01343	0	Turquoise	TRUE
Vitvi05g01344	0	All genes	FALSE
Vitvi05g01345	0	Turquoise	TRUE
Vitvi05g01347	0.770728067736193	All genes	FALSE
Vitvi05g01348	0.854640523188598	Blue	FALSE
Vitvi05g01355	0.252148600846472	All genes	TRUE
Vitvi05g01356	0.703209738247078	All genes	FALSE
Vitvi05g01357	0.849018567159677	All genes	FALSE
Vitvi05g01358	0.871922749806808	All genes	FALSE
Vitvi05g01359	0.848064342097277	All genes	TRUE
Vitvi05g01360	0.355938590700917	All genes	FALSE
Vitvi05g01361	0	All genes	TRUE
Vitvi05g01362	0.879678053912761	All genes	FALSE
Vitvi05g01366	0.964529004139548	All genes	FALSE
Vitvi05g01367	0.132123141841985	All genes	FALSE
Vitvi05g01369	0	All genes	TRUE
Vitvi05g01370	0	All genes	TRUE
Vitvi05g01372	0.815832259849316	All genes	FALSE
Vitvi05g01375	0.836345963016368	Turquoise	TRUE
Vitvi05g01378	0	All genes	FALSE
Vitvi05g01379	0	All genes	FALSE
Vitvi05g01380	0.659391573342943	All genes	FALSE
Vitvi05g01381	0.816555455551672	All genes	FALSE
Vitvi05g01382	0	All genes	TRUE
Vitvi05g01384	0.89064431893574	Turquoise	FALSE
Vitvi05g01387	0.686789546444638	All genes	FALSE
Vitvi05g01388	0.487626415236633	Turquoise	TRUE
Vitvi05g01389	0.196701762814854	All genes	FALSE
Vitvi05g01392	0	All genes	TRUE
Vitvi05g01393	0.141855782521744	All genes	TRUE
Vitvi05g01395	0	All genes	FALSE
Vitvi05g01396	0.707125488142186	All genes	FALSE
Vitvi05g01401	0.748765405108692	All genes	FALSE
Vitvi05g01405	0.794710968327913	All genes	TRUE
Vitvi05g01408	0.526789225908466	All genes	TRUE
Vitvi05g01409	0.350267994186739	All genes	TRUE
Vitvi05g01410	0.878720095991006	All genes	FALSE
Vitvi05g01413	0.877209011785825	All genes	FALSE
Vitvi05g01420	0.310990437601426	All genes	FALSE
Vitvi05g01421	0.600661999972412	All genes	FALSE
Vitvi05g01424	0.806520790365314	All genes	FALSE
Vitvi05g01452	0	All genes	FALSE
Vitvi05g01465	0.665593543318615	All genes	FALSE
Vitvi05g01466	0.766979724540482	All genes	FALSE
Vitvi05g01467	0.771294486161348	All genes	FALSE
Vitvi05g01468	0.407461474139242	All genes	FALSE
Vitvi05g01469	0.948488340192563	Turquoise	FALSE
Vitvi05g01470	0.828520723660951	All genes	FALSE
Vitvi05g01471	0	Blue	TRUE
Vitvi05g01475	0.0900440404239033	All genes	TRUE
Vitvi05g01478	0	All genes	TRUE
Vitvi05g01480	0.26808844773103	All genes	FALSE
Vitvi05g01481	0.825260611419413	All genes	FALSE
Vitvi05g01482	0.822341831415695	All genes	FALSE
Vitvi05g01484	0.898760605111243	All genes	FALSE
Vitvi05g01485	0.297484640508332	All genes	FALSE
Vitvi05g01486	0.247156253800546	All genes	TRUE
Vitvi05g01488	0.309671149157076	All genes	FALSE
Vitvi05g01489	0.738483948830511	All genes	FALSE
Vitvi05g01490	0	All genes	FALSE
Vitvi05g01492	0	Turquoise	TRUE
Vitvi05g01493	0.874494886379552	All genes	FALSE
Vitvi05g01494	0.808635944457576	All genes	FALSE
Vitvi05g01495	0.560336395761692	All genes	FALSE
Vitvi05g01496	0	All genes	FALSE
Vitvi05g01497	0.605554785713395	All genes	FALSE
Vitvi05g01498	0.800322526132304	All genes	FALSE
Vitvi05g01499	0.809105977552505	All genes	FALSE
Vitvi05g01500	0.887793523282686	Turquoise	FALSE
Vitvi05g01501	0.797151563626093	All genes	FALSE
Vitvi05g01502	0	All genes	FALSE
Vitvi05g01503	0.941530445470398	All genes	FALSE
Vitvi05g01507	0.534809574931625	All genes	FALSE
Vitvi05g01508	0.361724076457329	All genes	FALSE
Vitvi05g01511	0	All genes	FALSE
Vitvi05g01512	0.851728818942598	All genes	FALSE
Vitvi05g01514	0.668301010259607	All genes	FALSE
Vitvi05g01516	0.973012450242816	Turquoise	FALSE
Vitvi05g01517	0.692988797314151	All genes	TRUE
Vitvi05g01518	0.614127166457133	All genes	FALSE
Vitvi05g01519	0.874597015467059	All genes	TRUE
Vitvi05g01520	0	All genes	FALSE
Vitvi05g01536	0.859195298636223	All genes	FALSE
Vitvi05g01537	0.519358615476817	All genes	TRUE
Vitvi05g01538	0.853347686803847	All genes	FALSE
Vitvi05g01540	0.807468012466989	All genes	FALSE
Vitvi05g01542	0	All genes	FALSE
Vitvi05g01543	0.851881881741057	All genes	FALSE
Vitvi05g01544	0.911770873475829	All genes	FALSE
Vitvi05g01545	0.0453142798109297	All genes	FALSE
Vitvi05g01546	0.0325065585107118	All genes	FALSE
