gene_id	i2	group	robust_meta_gene
Vitvi08g01385	0	All genes	FALSE
Vitvi08g01386	0.931914103311492	Turquoise	FALSE
Vitvi08g01387	0.669839775784571	All genes	FALSE
Vitvi08g01388	0.82860836007874	All genes	FALSE
Vitvi08g01389	0.692852902615496	All genes	FALSE
Vitvi08g01390	0.736520871242524	All genes	FALSE
Vitvi08g01391	0	Turquoise	TRUE
Vitvi08g01392	0.437837738034194	Turquoise	TRUE
Vitvi08g01393	0.833599673524255	Blue	FALSE
Vitvi08g01394	0	All genes	TRUE
Vitvi08g01395	0.747566532438266	Turquoise	FALSE
Vitvi08g01396	0.920048607417393	All genes	FALSE
Vitvi08g01397	0.424740232341671	Turquoise	TRUE
Vitvi08g01401	0.943891422892561	All genes	FALSE
Vitvi08g01405	0.571938673309174	All genes	TRUE
Vitvi08g01406	0.404561606711666	Turquoise	TRUE
Vitvi08g01408	0.821048134833807	All genes	FALSE
Vitvi08g01409	0.616192381530202	All genes	FALSE
Vitvi08g01410	0.880845253712496	Turquoise	TRUE
Vitvi08g01412	0.948888605650586	All genes	FALSE
Vitvi08g01413	0.846596988534395	All genes	FALSE
Vitvi08g01414	0.327014848915798	All genes	TRUE
Vitvi08g01415	0	All genes	TRUE
Vitvi08g01416	0.930050069483263	All genes	FALSE
Vitvi08g01417	0.776517394815091	All genes	TRUE
Vitvi08g01419	0.488365891681696	All genes	FALSE
Vitvi08g01421	0	All genes	TRUE
Vitvi08g01422	0.846288979528979	All genes	FALSE
Vitvi08g01423	0.981469318395786	Turquoise	FALSE
Vitvi08g01425	0	All genes	TRUE
Vitvi08g01427	0.187891205658443	All genes	TRUE
Vitvi08g01428	0.585556869057191	All genes	TRUE
Vitvi08g01429	0.542989978460564	All genes	FALSE
Vitvi08g01430	0.740885061507611	All genes	FALSE
Vitvi08g01431	0	All genes	TRUE
Vitvi08g01432	0.487778870095302	Turquoise	TRUE
Vitvi08g01433	0.101745220549069	All genes	TRUE
Vitvi08g01435	0.69491459956384	All genes	FALSE
Vitvi08g01436	0.636945439334012	Turquoise	TRUE
Vitvi08g01437	0.530801310943012	All genes	TRUE
Vitvi08g01438	0.693809636547262	Turquoise	TRUE
Vitvi08g01441	0	All genes	FALSE
Vitvi08g01442	0.894338825717125	Turquoise	FALSE
Vitvi08g01443	0.626496686668446	All genes	FALSE
Vitvi08g01444	0.861360043969665	All genes	FALSE
Vitvi08g01445	0	All genes	TRUE
Vitvi08g01448	0.769596542706548	All genes	FALSE
Vitvi08g01449	0.386135106133864	All genes	FALSE
Vitvi08g01450	0.83085700361333	All genes	FALSE
Vitvi08g01451	0	All genes	TRUE
Vitvi08g01452	0.736324794566741	All genes	FALSE
Vitvi08g01454	0.839025574856918	All genes	FALSE
Vitvi08g01455	0.276219888323658	All genes	TRUE
Vitvi08g01456	0.89232519538866	All genes	FALSE
Vitvi08g01457	0.791978456282225	All genes	FALSE
Vitvi08g01459	0.468191341736077	All genes	TRUE
Vitvi08g01460	0	All genes	FALSE
Vitvi08g01461	0.487912649755301	All genes	TRUE
Vitvi08g01462	0	All genes	TRUE
Vitvi08g01463	0.400449977696887	All genes	FALSE
Vitvi08g01464	0.913252216225997	All genes	FALSE
Vitvi08g01465	0.337102464277283	All genes	TRUE
Vitvi08g01466	0.682136521997188	All genes	FALSE
Vitvi08g01467	0.915017441531977	All genes	FALSE
Vitvi08g01468	0.531998155094353	All genes	TRUE
Vitvi08g01469	0	All genes	FALSE
Vitvi08g01470	0.848775553689413	All genes	FALSE
Vitvi08g01471	0.653541507667496	All genes	FALSE
Vitvi08g01472	0.823775348124141	All genes	FALSE
Vitvi08g01474	0.758761272118683	Blue	TRUE
Vitvi08g01475	0.375255159884035	All genes	FALSE
Vitvi08g01476	0.858112418365358	All genes	FALSE
Vitvi08g01477	0.69186543034761	All genes	FALSE
Vitvi08g01478	0	All genes	TRUE
Vitvi08g01480	0.914523090308997	All genes	FALSE
Vitvi08g01481	0.886186839940593	All genes	FALSE
Vitvi08g01482	0.675064845120455	All genes	FALSE
Vitvi08g01483	0.545392020969514	All genes	FALSE
Vitvi08g01484	0.705029865623988	Turquoise	TRUE
Vitvi08g01487	0.745704724614974	All genes	FALSE
Vitvi08g01488	0.952579622711509	All genes	FALSE
Vitvi08g01490	0	All genes	FALSE
Vitvi08g01492	0	All genes	TRUE
Vitvi08g01493	0.906969970927982	Turquoise	FALSE
Vitvi08g01494	0.658835326424762	All genes	FALSE
Vitvi08g01496	0	All genes	FALSE
Vitvi08g01497	0.930795088109185	Blue	FALSE
Vitvi08g01498	0.914451158933525	Turquoise	FALSE
Vitvi08g01499	0.584273757472	All genes	FALSE
Vitvi08g01500	0.909831385724263	Turquoise	FALSE
Vitvi08g01502	0.877771249028266	All genes	FALSE
Vitvi08g01505	0	All genes	FALSE
Vitvi08g01506	0.471869849313112	All genes	TRUE
Vitvi08g01507	0	All genes	TRUE
Vitvi08g01508	0	All genes	FALSE
Vitvi08g01509	0.819045285417431	All genes	FALSE
Vitvi08g01510	0.975785521453745	All genes	FALSE
Vitvi08g01511	0.678903117992421	All genes	TRUE
Vitvi08g01512	0	All genes	FALSE
Vitvi08g01513	0.913773790031183	Blue	FALSE
Vitvi08g01514	0	All genes	FALSE
Vitvi08g01515	0.850049050064764	Turquoise	FALSE
Vitvi08g01517	0.61694530067879	Turquoise	TRUE
Vitvi08g01518	0.53510386092533	All genes	TRUE
Vitvi08g01519	0.173069991393167	All genes	FALSE
Vitvi08g01520	0	All genes	TRUE
Vitvi08g01521	0.811266120104583	Turquoise	FALSE
Vitvi08g01522	0.639646569277827	All genes	FALSE
Vitvi08g01523	0.955570741034252	Blue	FALSE
Vitvi08g01525	0	All genes	FALSE
Vitvi08g01527	0.351764239434336	All genes	FALSE
Vitvi08g01536	0.678729739991442	All genes	FALSE
Vitvi08g01537	0.718901529467246	Turquoise	TRUE
Vitvi08g01538	0.454186720022956	All genes	TRUE
Vitvi08g01539	0.938389945059973	All genes	FALSE
Vitvi08g01540	0.782460658210829	All genes	FALSE
Vitvi08g01542	0.804701592754682	All genes	TRUE
Vitvi08g01543	0.345412149904034	Turquoise	TRUE
Vitvi08g01544	0	All genes	FALSE
Vitvi08g01545	0	All genes	FALSE
Vitvi08g01546	0.75854374697978	All genes	FALSE
Vitvi08g01547	0.700099617672284	Blue	TRUE
Vitvi08g01550	0	All genes	FALSE
Vitvi08g01551	0.589075231698573	All genes	FALSE
Vitvi08g01553	0.862560347510554	Turquoise	FALSE
Vitvi08g01554	0.882136715458228	All genes	FALSE
Vitvi08g01556	0.700783788641022	Turquoise	TRUE
Vitvi08g01558	0.426942576448216	All genes	FALSE
Vitvi08g01560	0.95345893615855	All genes	FALSE
Vitvi08g01561	0.737144323641045	Turquoise	FALSE
Vitvi08g01562	0	All genes	FALSE
Vitvi08g01567	0.470848226792992	All genes	FALSE
Vitvi08g01568	0.390456170964767	Blue	TRUE
Vitvi08g01570	0.804304562587481	All genes	FALSE
Vitvi08g01571	0.551087771450607	All genes	FALSE
Vitvi08g01572	0.645773843527778	All genes	FALSE
Vitvi08g01573	0.945921965305545	All genes	FALSE
Vitvi08g01574	0.890326278057265	All genes	FALSE
Vitvi08g01577	0.667512138505018	All genes	FALSE
Vitvi08g01579	0.358066181667973	All genes	FALSE
Vitvi08g01580	0.924753167198394	All genes	FALSE
Vitvi08g01581	0.668305677532449	All genes	FALSE
Vitvi08g01582	0.739381085616625	All genes	FALSE
Vitvi08g01583	0.853157556138342	All genes	FALSE
Vitvi08g01586	0.836682806124478	All genes	FALSE
Vitvi08g01587	0.458006809201117	All genes	TRUE
Vitvi08g01588	0.606766351733556	All genes	FALSE
Vitvi08g01589	0.652759871020949	All genes	TRUE
Vitvi08g01591	0.41048351257169	All genes	FALSE
Vitvi08g01593	0.849945791743723	All genes	FALSE
Vitvi08g01596	0.882473737826905	All genes	FALSE
Vitvi08g01597	0	All genes	TRUE
Vitvi08g01599	0.702295027732225	All genes	FALSE
Vitvi08g01600	0.829740318023529	All genes	FALSE
Vitvi08g01602	0.248742732140978	Turquoise	TRUE
Vitvi08g01603	0.884708957418039	All genes	FALSE
Vitvi08g01604	0.943133654711447	All genes	FALSE
Vitvi08g01606	0.592038852993476	Turquoise	TRUE
Vitvi08g01608	0.933896431403293	All genes	FALSE
Vitvi08g01609	0.814997080769676	All genes	FALSE
Vitvi08g01611	0.811540773106455	All genes	FALSE
Vitvi08g01612	0.30030999807117	All genes	TRUE
Vitvi08g01614	0	Blue	TRUE
Vitvi08g01615	0.631759291531487	All genes	FALSE
Vitvi08g01616	0	All genes	TRUE
Vitvi08g01617	0.566847580734477	All genes	TRUE
Vitvi08g01618	0	All genes	FALSE
Vitvi08g01619	0.195745116672554	All genes	FALSE
Vitvi08g01620	0.211373995569695	All genes	FALSE
Vitvi08g01621	0.869599378319882	All genes	FALSE
Vitvi08g01622	0.814977117916838	All genes	FALSE
Vitvi08g01623	0.827014832874159	All genes	FALSE
Vitvi08g01624	0.847582489043766	All genes	FALSE
Vitvi08g01627	0.950822113875858	Turquoise	FALSE
Vitvi08g01628	0.25437709712751	All genes	FALSE
Vitvi08g01629	0.230776335880645	All genes	TRUE
Vitvi08g01630	0.688190004562979	All genes	FALSE
Vitvi08g01631	0	All genes	TRUE
Vitvi08g01634	0.956357463085928	All genes	FALSE
Vitvi08g01635	0.8656639780748	All genes	FALSE
Vitvi08g01637	0.964803542667652	All genes	FALSE
Vitvi08g01638	0.874298192577358	All genes	FALSE
Vitvi08g01639	0.609219959176397	Turquoise	FALSE
Vitvi08g01640	0.126477335279972	All genes	FALSE
Vitvi08g01641	0.413712593968774	All genes	TRUE
Vitvi08g01642	0.653474188091184	All genes	FALSE
Vitvi08g01644	0.61416796589808	All genes	TRUE
Vitvi08g01645	0.847850974902089	All genes	TRUE
Vitvi08g01646	0.491933495066696	All genes	FALSE
Vitvi08g01648	0.752846657997753	All genes	FALSE
Vitvi08g01650	0.339788200375634	All genes	FALSE
Vitvi08g01651	0.472977689641636	All genes	FALSE
Vitvi08g01652	0.947931012212089	All genes	FALSE
Vitvi08g01653	0.82171741576526	Turquoise	FALSE
Vitvi08g01655	0.852873712061717	All genes	FALSE
Vitvi08g01656	0	All genes	TRUE
Vitvi08g01657	0.805376525488021	All genes	FALSE
Vitvi08g01659	0.564718309772243	All genes	FALSE
Vitvi08g01660	0.591233303976527	All genes	TRUE
Vitvi08g01661	0.644820663507632	Turquoise	TRUE
Vitvi08g01663	0.550417101772937	All genes	FALSE
Vitvi08g01664	0.807823134529494	Blue	FALSE
Vitvi08g01666	0.757521018802477	Turquoise	FALSE
Vitvi08g01667	0.732195804412166	All genes	FALSE
Vitvi08g01668	0.918041261408256	All genes	FALSE
Vitvi08g01669	0.931460111132786	All genes	FALSE
Vitvi08g01670	0.304828709157648	Blue	TRUE
Vitvi08g01672	0.699426161187821	All genes	FALSE
Vitvi08g01673	0.378191708162302	All genes	TRUE
Vitvi08g01674	0	All genes	FALSE
Vitvi08g01675	0.385689196443637	All genes	FALSE
Vitvi08g01676	0.90813081017401	All genes	FALSE
Vitvi08g01678	0.783422748565603	All genes	FALSE
Vitvi08g01679	0.685515389674241	All genes	FALSE
Vitvi08g01681	0	All genes	FALSE
Vitvi08g01682	0.793076202195723	All genes	FALSE
Vitvi08g01683	0.823912345784621	All genes	FALSE
Vitvi08g01684	0.701651411508294	Blue	TRUE
Vitvi08g01685	0.813369148136953	All genes	FALSE
Vitvi08g01686	0	Turquoise	TRUE
Vitvi08g01687	0.798339097987028	All genes	FALSE
Vitvi08g01688	0.805498846472658	Blue	TRUE
Vitvi08g01689	0.938875016102139	All genes	FALSE
Vitvi08g01691	0.674718369829018	All genes	FALSE
Vitvi08g01692	0.238595586796511	All genes	FALSE
Vitvi08g01693	0.0504646015026107	All genes	TRUE
Vitvi08g01694	0.916090317404951	All genes	FALSE
Vitvi08g01695	0.928145964802039	All genes	FALSE
Vitvi08g01696	0.863148496946729	All genes	FALSE
Vitvi08g01697	0	Blue	TRUE
Vitvi08g01699	0.888899753454078	Turquoise	FALSE
Vitvi08g01701	0.966136716511237	All genes	FALSE
Vitvi08g01702	0.957618804043174	All genes	FALSE
Vitvi08g01708	0.530128173796745	All genes	FALSE
Vitvi08g01709	0.271021958257633	All genes	FALSE
Vitvi08g01710	0.92114841336148	All genes	FALSE
Vitvi08g01711	0.852741179173784	Turquoise	FALSE
Vitvi08g01712	0.955883677929181	Turquoise	FALSE
Vitvi08g01713	0	All genes	TRUE
Vitvi08g01714	0.721568997837535	All genes	FALSE
Vitvi08g01716	0.573557113540758	All genes	FALSE
Vitvi08g01717	0	All genes	FALSE
Vitvi08g01718	0.487027796020716	All genes	FALSE
Vitvi08g01719	0.58600787886995	All genes	TRUE
Vitvi08g01720	0.906117923706436	Turquoise	FALSE
Vitvi08g01721	0.321910806811161	All genes	FALSE
Vitvi08g01722	0.000717385761690604	All genes	TRUE
Vitvi08g01724	0	All genes	TRUE
Vitvi08g01725	0.626571667204919	All genes	TRUE
Vitvi08g01728	0.737734163047181	All genes	FALSE
Vitvi08g01729	0.676623437837474	All genes	FALSE
Vitvi08g01730	0	All genes	FALSE
Vitvi08g01731	0.813189215369233	Turquoise	TRUE
Vitvi08g01732	0.739549423668335	All genes	FALSE
Vitvi08g01733	0	All genes	FALSE
Vitvi08g01735	0.820320242919638	All genes	FALSE
Vitvi08g01736	0.587650280800327	All genes	FALSE
Vitvi08g01737	0.828463028456734	All genes	FALSE
Vitvi08g01738	0.537545261874522	All genes	FALSE
Vitvi08g01739	0.85695824014997	All genes	FALSE
Vitvi08g01740	0.931577258572566	Turquoise	FALSE
Vitvi08g01741	0.829974942349202	All genes	FALSE
Vitvi08g01742	0.366433994478144	All genes	FALSE
Vitvi08g01743	0.528344345002361	All genes	TRUE
Vitvi08g01744	0.0589751476475154	All genes	FALSE
Vitvi08g01749	0.932896670217323	All genes	FALSE
Vitvi08g01751	0	All genes	TRUE
Vitvi08g01752	0	All genes	TRUE
Vitvi08g01753	0.379000906324477	All genes	TRUE
Vitvi08g01756	0.754001916224067	All genes	FALSE
Vitvi08g01757	0.671167864053322	All genes	FALSE
Vitvi08g01758	0	All genes	TRUE
Vitvi08g01759	0.195770524330716	All genes	FALSE
Vitvi08g01760	0.394489609567067	All genes	TRUE
Vitvi08g01762	0	All genes	FALSE
Vitvi08g01763	0.55710663646107	All genes	FALSE
Vitvi08g01764	0.501951001565625	All genes	FALSE
Vitvi08g01765	0.0924049822035028	All genes	TRUE
Vitvi08g01766	0.414263522191988	All genes	FALSE
Vitvi08g01767	0.84431766530759	Turquoise	FALSE
Vitvi08g01768	0.864337841175579	All genes	FALSE
Vitvi08g01769	0	All genes	TRUE
Vitvi08g01771	0.617089264479927	All genes	FALSE
Vitvi08g01772	0.116299915468886	All genes	FALSE
Vitvi08g01773	0.218086685426341	Turquoise	TRUE
Vitvi08g01777	0.925669481252676	All genes	FALSE
Vitvi08g01778	0.69525382735451	Turquoise	FALSE
Vitvi08g01779	0.751034199553405	All genes	FALSE
Vitvi08g01780	0.338244712498664	All genes	FALSE
Vitvi08g01781	0.48659728070247	All genes	FALSE
Vitvi08g01782	0	All genes	FALSE
Vitvi08g01783	0	All genes	FALSE
Vitvi08g01786	0.480629209078416	All genes	FALSE
Vitvi08g01787	0.749185729215942	All genes	FALSE
Vitvi08g01788	0.917708085993761	All genes	FALSE
Vitvi08g01789	0.812928103703389	Turquoise	FALSE
Vitvi08g01790	0.60846817646778	Blue	TRUE
Vitvi08g01791	0.13261395519666	All genes	FALSE
Vitvi08g01792	0.811842612565507	All genes	FALSE
Vitvi08g01793	0.00698433551148672	All genes	FALSE
Vitvi08g01794	0.691984377263444	All genes	FALSE
Vitvi08g01795	0.547781578143384	All genes	TRUE
Vitvi08g01796	0.116105920669887	All genes	FALSE
Vitvi08g01797	0.697210664631694	All genes	FALSE
Vitvi08g01798	0	All genes	FALSE
Vitvi08g01801	0.291796349254946	All genes	TRUE
Vitvi08g01802	0.221542967940675	All genes	TRUE
Vitvi08g01803	0.649545144023702	All genes	FALSE
Vitvi08g01804	0	All genes	TRUE
Vitvi08g01805	0	Blue	TRUE
Vitvi08g01807	0.0749041519609029	All genes	FALSE
Vitvi08g01808	0	All genes	TRUE
Vitvi08g01809	0.767661941465363	All genes	FALSE
Vitvi08g01810	0.496385830202581	All genes	FALSE
Vitvi08g01811	0.669732927549482	All genes	FALSE
Vitvi08g01812	0.705699237226037	Turquoise	TRUE
Vitvi08g01813	0.463527115225454	Turquoise	TRUE
Vitvi08g01814	0	All genes	FALSE
Vitvi08g01815	0	All genes	TRUE
Vitvi08g01816	0.164846229523188	All genes	TRUE
Vitvi08g01817	0.676025372574103	All genes	TRUE
Vitvi08g01818	0	All genes	FALSE
Vitvi08g01820	0	All genes	FALSE
Vitvi08g01821	0.213306869044372	All genes	FALSE
Vitvi08g01822	0	All genes	TRUE
Vitvi08g01824	0.658640333858141	All genes	TRUE
Vitvi08g01825	0	All genes	FALSE
Vitvi08g01826	0.800051105756355	Blue	FALSE
Vitvi08g01828	0.226340476746001	All genes	TRUE
Vitvi08g01829	0.552563215560298	All genes	FALSE
Vitvi08g01831	0.914096692122357	All genes	FALSE
Vitvi08g01832	0.898294140906797	All genes	FALSE
Vitvi08g01833	0.774316944158714	All genes	FALSE
Vitvi08g01834	0.714923507688544	All genes	FALSE
Vitvi08g01835	0.731805412202458	All genes	FALSE
Vitvi08g01836	0.873489641246248	All genes	FALSE
Vitvi08g01837	0.822656956524713	All genes	FALSE
Vitvi08g01838	0.694069561723376	Blue	FALSE
Vitvi08g01839	0.808169950952651	Turquoise	FALSE
Vitvi08g01841	0.716583042777271	All genes	FALSE
Vitvi08g01842	0	All genes	TRUE
Vitvi08g01843	0.808975229122726	All genes	FALSE
Vitvi08g01844	0.916198802771641	All genes	FALSE
Vitvi08g01845	0.613677442002738	Turquoise	TRUE
Vitvi08g01847	0.953938072330105	All genes	FALSE
Vitvi08g01851	0	All genes	TRUE
Vitvi08g01852	0.933774849379903	All genes	FALSE
Vitvi08g01853	0	Turquoise	TRUE
Vitvi08g01854	0.753341084842106	All genes	FALSE
Vitvi08g01855	0	All genes	FALSE
Vitvi08g01856	0.834298002761192	All genes	FALSE
Vitvi08g01857	0.793834467199759	All genes	FALSE
Vitvi08g01858	0.774346773276589	All genes	FALSE
Vitvi08g01859	0.726050021312124	All genes	FALSE
Vitvi08g01860	0.807360903075586	All genes	FALSE
Vitvi08g01863	0.808906194269704	Turquoise	TRUE
Vitvi08g01864	0	All genes	TRUE
Vitvi08g01865	0.585356358039417	Turquoise	FALSE
Vitvi08g01866	0.757476323696076	All genes	FALSE
Vitvi08g01867	0.931397017271076	All genes	FALSE
Vitvi08g01868	0.839454600383855	All genes	FALSE
Vitvi08g01869	0.753217978946172	All genes	FALSE
Vitvi08g01870	0.742144406553332	All genes	FALSE
Vitvi08g01871	0.842044683097134	All genes	FALSE
Vitvi08g01872	0.9089897461026	All genes	FALSE
Vitvi08g01873	0.852336048342241	Turquoise	FALSE
Vitvi08g01874	0.626695415434367	All genes	FALSE
Vitvi08g01875	0	All genes	TRUE
Vitvi08g01876	0.575817013593086	All genes	FALSE
Vitvi08g01878	0	All genes	TRUE
Vitvi08g01879	0.653332870663712	All genes	FALSE
Vitvi08g01880	0.788133723764595	Blue	TRUE
Vitvi08g01881	0.881755284823119	All genes	FALSE
Vitvi08g01883	0.618462907512629	Blue	TRUE
Vitvi08g01884	0.369083285723006	Turquoise	FALSE
Vitvi08g01886	0.819062008681119	All genes	FALSE
Vitvi08g01887	0.841067004829763	Blue	FALSE
Vitvi08g01888	0.834079202754226	All genes	TRUE
Vitvi08g01889	0.826892372880277	All genes	TRUE
Vitvi08g01890	0.794253867210357	Blue	FALSE
Vitvi08g01891	0	All genes	TRUE
Vitvi08g01894	0.636050003032981	All genes	TRUE
Vitvi08g01895	0.0270509763322392	All genes	TRUE
Vitvi08g01896	0.535407386692992	All genes	FALSE
Vitvi08g01897	0	Turquoise	TRUE
Vitvi08g01899	0.320296875892502	All genes	FALSE
Vitvi08g01900	0.493332213547351	Blue	TRUE
Vitvi08g01902	0.729522113333575	Turquoise	TRUE
Vitvi08g01904	0	All genes	TRUE
Vitvi08g01905	0.80064130294808	Turquoise	TRUE
Vitvi08g01906	0.77943675237558	All genes	FALSE
Vitvi08g01910	0.751205139890603	All genes	FALSE
Vitvi08g01911	0.521750585776541	All genes	FALSE
Vitvi08g01912	0	All genes	FALSE
Vitvi08g01914	0.90389550713213	All genes	FALSE
Vitvi08g01915	0	All genes	FALSE
Vitvi08g01916	0.567774639789784	All genes	FALSE
Vitvi08g01917	0.669661471676719	All genes	FALSE
Vitvi08g01918	0.591270630644392	All genes	FALSE
Vitvi08g01919	0.65999167055756	All genes	FALSE
Vitvi08g01920	0	All genes	FALSE
Vitvi08g01922	0.689306932662404	All genes	FALSE
Vitvi08g01923	0.641616835652531	Turquoise	TRUE
Vitvi08g01924	0	All genes	FALSE
Vitvi08g01925	0	All genes	FALSE
Vitvi08g01926	0.72976036249389	All genes	FALSE
Vitvi08g01927	0	All genes	FALSE
Vitvi08g01929	0.876469490813294	Blue	FALSE
Vitvi08g01931	0.873678570155702	All genes	FALSE
Vitvi08g01932	0.881997955707527	All genes	FALSE
Vitvi08g01933	0	All genes	FALSE
Vitvi08g01936	0	All genes	TRUE
Vitvi08g01937	0.876273384976046	All genes	FALSE
Vitvi08g01940	0.873319047120098	Blue	FALSE
Vitvi08g01942	0.0770054035554843	All genes	FALSE
Vitvi08g01943	0.581618353692303	All genes	TRUE
Vitvi08g01945	0	All genes	TRUE
Vitvi08g01946	0.865438342055022	All genes	FALSE
Vitvi08g01947	0.671133949773659	All genes	FALSE
Vitvi08g01949	0.314938416391363	All genes	TRUE
Vitvi08g01950	0.871776562226609	Turquoise	TRUE
Vitvi08g01951	0.59390025033628	All genes	TRUE
Vitvi08g01952	0.40720422826222	All genes	FALSE
Vitvi08g01953	0.375339131659521	All genes	FALSE
Vitvi08g01955	0.629770558653106	All genes	FALSE
Vitvi08g01958	0.70602234736493	All genes	FALSE
Vitvi08g01959	0	All genes	TRUE
Vitvi08g01960	0.747590046933795	All genes	FALSE
Vitvi08g01962	0	All genes	TRUE
Vitvi08g01963	0.615000010263561	All genes	FALSE
Vitvi08g01964	0.780216345680264	All genes	FALSE
Vitvi08g01965	0.58452387482145	All genes	FALSE
Vitvi08g01966	0	All genes	TRUE
Vitvi08g01970	0	All genes	FALSE
Vitvi08g01971	0.815520248502724	All genes	FALSE
Vitvi08g01973	0.812809210998975	All genes	FALSE
Vitvi08g01974	0.643361562764728	All genes	FALSE
Vitvi08g01983	0.665909686555355	All genes	FALSE
Vitvi08g01985	0.855605821634825	All genes	FALSE
Vitvi08g01986	0.749193100147905	All genes	FALSE
Vitvi08g01987	0.392730137883126	All genes	FALSE
Vitvi08g01988	0.844186692141924	All genes	FALSE
Vitvi08g01993	0.241773197816903	All genes	FALSE
Vitvi08g01999	0.785597250464457	All genes	FALSE
Vitvi08g02000	0.114350556568593	All genes	TRUE
Vitvi08g02003	0.748818868365077	All genes	FALSE
Vitvi08g02007	0.584888612865921	All genes	FALSE
Vitvi08g02008	0.562033316224533	All genes	TRUE
Vitvi08g02013	0	All genes	TRUE
Vitvi08g02021	0	All genes	FALSE
Vitvi08g02035	0.816601200059494	Blue	TRUE
Vitvi08g02036	0.782091023739647	All genes	TRUE
Vitvi08g02039	0.729440136246054	All genes	TRUE
Vitvi08g02042	0.699257483544677	All genes	FALSE
Vitvi08g02055	0	All genes	FALSE
Vitvi08g02056	0.792917972970367	All genes	FALSE
Vitvi08g02074	0.803912691652761	All genes	FALSE
Vitvi08g02084	0.942680883068596	All genes	FALSE
Vitvi08g02086	0.661242064216623	All genes	FALSE
Vitvi08g02087	0.136883078422619	All genes	FALSE
Vitvi08g02088	0.765438777235016	All genes	FALSE
Vitvi08g02089	0.530463387642861	All genes	FALSE
Vitvi08g02095	0	All genes	TRUE
Vitvi08g02096	0.812054449021637	All genes	FALSE
Vitvi08g02097	0.55823821786151	All genes	FALSE
Vitvi08g02098	0.785188096007805	Blue	FALSE
Vitvi08g02099	0	All genes	TRUE
Vitvi08g02101	0	All genes	FALSE
Vitvi08g02102	0.223827428699304	All genes	TRUE
Vitvi08g02103	0.83745915261938	Turquoise	FALSE
Vitvi08g02106	0.453411778124539	All genes	FALSE
Vitvi08g02107	0.830628320331859	Turquoise	FALSE
Vitvi08g02109	0.446705013680065	Turquoise	TRUE
Vitvi08g02110	0.793977874506102	All genes	FALSE
Vitvi08g02112	0.0999433012225367	All genes	FALSE
Vitvi08g02120	0.280199912556732	Turquoise	FALSE
Vitvi08g02128	0.960307659042559	All genes	FALSE
Vitvi08g02130	0	All genes	TRUE
Vitvi08g02131	0.852119365083541	All genes	FALSE
Vitvi08g02133	0.741497861148828	All genes	TRUE
Vitvi08g02135	0.823047768516834	All genes	FALSE
Vitvi08g02136	0	All genes	TRUE
Vitvi08g02139	0	Turquoise	TRUE
Vitvi08g02140	0.374062814871296	All genes	FALSE
Vitvi08g02142	0	All genes	FALSE
Vitvi08g02143	0	All genes	TRUE
Vitvi08g02145	0.615686837113768	All genes	FALSE
Vitvi08g02161	0.901218672255267	All genes	FALSE
Vitvi08g02162	0.69453802848351	Turquoise	FALSE
Vitvi08g02164	0.631751211449343	All genes	FALSE
Vitvi08g02165	0	All genes	FALSE
Vitvi08g02167	0.875177584494843	All genes	FALSE
Vitvi08g02168	0	All genes	FALSE
Vitvi08g02169	0.876543395745799	All genes	FALSE
Vitvi08g02170	0.692622390511067	All genes	FALSE
Vitvi08g02175	0.726201330132265	Blue	TRUE
Vitvi08g02176	0.23078854526894	All genes	TRUE
Vitvi08g02177	0	All genes	FALSE
Vitvi08g02180	0.839149594050214	All genes	FALSE
Vitvi08g02181	0	All genes	FALSE
Vitvi08g02184	0.596438298240465	All genes	FALSE
Vitvi08g02185	0.912852136427053	All genes	FALSE
Vitvi08g02186	0.924167862946611	All genes	FALSE
Vitvi08g02187	0.00143627026685612	All genes	FALSE
Vitvi08g02188	0.904268895919837	All genes	FALSE
Vitvi08g02189	0.299271697140034	Turquoise	FALSE
Vitvi08g02190	0	All genes	FALSE
Vitvi08g02191	0.862133738766147	All genes	FALSE
Vitvi08g02192	0	All genes	FALSE
Vitvi08g02193	0.777392997763097	All genes	FALSE
Vitvi08g02194	0	All genes	TRUE
Vitvi08g02195	0.57552738505594	All genes	FALSE
Vitvi08g02196	0.631030364662417	All genes	TRUE
Vitvi08g02198	0.0610617315446681	All genes	FALSE
Vitvi08g02205	0.797753654952157	Blue	TRUE
Vitvi08g02206	0.711921158894288	All genes	FALSE
Vitvi08g02209	0.730921886637762	All genes	FALSE
Vitvi08g02210	0.782573248838974	All genes	FALSE
Vitvi08g02224	0	All genes	FALSE
Vitvi08g02225	0	All genes	FALSE
Vitvi08g02226	0.878004826739577	All genes	FALSE
Vitvi08g02227	0.922393232869857	Blue	FALSE
Vitvi08g02231	0.325503543629703	All genes	FALSE
Vitvi08g02232	0.818687249212844	Turquoise	TRUE
Vitvi08g02233	0.384600644600893	Turquoise	TRUE
Vitvi08g02234	0.300044269315196	All genes	FALSE
Vitvi08g02235	0.718410917424595	All genes	FALSE
Vitvi08g02236	0.420925035909897	All genes	FALSE
Vitvi08g02243	0.835801443737789	Turquoise	FALSE
Vitvi08g02244	0.709643357070554	Blue	TRUE
Vitvi08g02245	0.959928600451527	All genes	FALSE
Vitvi08g02246	0	All genes	TRUE
Vitvi08g02249	0.370250338021671	All genes	FALSE
Vitvi08g02251	0	All genes	FALSE
Vitvi08g02252	0.713944679864581	All genes	TRUE
Vitvi08g02253	0	All genes	TRUE
