accession	label	sample_accession	matrix_column	sample_title	tissue	organism	genotype	short_genotype	time	time_unit	replicate	treatment	experiment	library_size	detected_genes	qc_status	qc_reason
GSE124820	raw_counts	GSM3554570	GSM3554570_D0R3VvriAligned.counts.txt.gz	Day0_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	0	day	3	room_temperature_deacclimation	deacclimation_budbreak	5825777	21093	pass	
GSE124820	raw_counts	GSM3554571	GSM3554571_D1R1VvriAligned.counts.txt.gz	Day1_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	1	day	1	room_temperature_deacclimation	deacclimation_budbreak	10821237	22704	pass	
GSE124820	raw_counts	GSM3554572	GSM3554572_D1R2VvriAligned.counts.txt.gz	Day1_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	1	day	2	room_temperature_deacclimation	deacclimation_budbreak	3252836	20703	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554573	GSM3554573_D1R3VvriAligned.counts.txt.gz	Day1_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	1	day	3	room_temperature_deacclimation	deacclimation_budbreak	4902408	20917	pass	
GSE124820	raw_counts	GSM3554574	GSM3554574_D2R1VvriAligned.counts.txt.gz	Day2_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	2	day	1	room_temperature_deacclimation	deacclimation_budbreak	3381134	21191	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554575	GSM3554575_D2R2VvriAligned.counts.txt.gz	Day2_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	2	day	2	room_temperature_deacclimation	deacclimation_budbreak	3085970	21194	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554576	GSM3554576_D2R3VvriAligned.counts.txt.gz	Day2_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	2	day	3	room_temperature_deacclimation	deacclimation_budbreak	4576298	21662	pass	
GSE124820	raw_counts	GSM3554577	GSM3554577_D3R1VvriAligned.counts.txt.gz	Day3_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	3	day	1	room_temperature_deacclimation	deacclimation_budbreak	6547388	22117	pass	
GSE124820	raw_counts	GSM3554578	GSM3554578_D3R2VvriAligned.counts.txt.gz	Day3_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	3	day	2	room_temperature_deacclimation	deacclimation_budbreak	12777546	22897	pass	
GSE124820	raw_counts	GSM3554579	GSM3554579_D3R3VvriAligned.counts.txt.gz	Day3_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	3	day	3	room_temperature_deacclimation	deacclimation_budbreak	4068680	21652	pass	
GSE124820	raw_counts	GSM3554580	GSM3554580_D4R1VvriAligned.counts.txt.gz	Day4_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	4	day	1	room_temperature_deacclimation	deacclimation_budbreak	4510422	22035	pass	
GSE124820	raw_counts	GSM3554581	GSM3554581_D4R2VvriAligned.counts.txt.gz	Day4_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	4	day	2	room_temperature_deacclimation	deacclimation_budbreak	1162165	17855	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554582	GSM3554582_D4R3VvriAligned.counts.txt.gz	Day4_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	4	day	3	room_temperature_deacclimation	deacclimation_budbreak	708244	18239	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554583	GSM3554583_D4R4VvriAligned.counts.txt.gz	Day4_Rep4_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	4	day	4	room_temperature_deacclimation	deacclimation_budbreak	1090268	18885	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554584	GSM3554584_D4R5VvriAligned.counts.txt.gz	Day4_Rep5_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	4	day	5	room_temperature_deacclimation	deacclimation_budbreak	2697850	20808	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554585	GSM3554585_D5R1VvriAligned.counts.txt.gz	Day5_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	5	day	1	room_temperature_deacclimation	deacclimation_budbreak	4134162	21517	pass	
GSE124820	raw_counts	GSM3554586	GSM3554586_D5R2VvriAligned.counts.txt.gz	Day5_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	5	day	2	room_temperature_deacclimation	deacclimation_budbreak	7497399	22548	pass	
GSE124820	raw_counts	GSM3554587	GSM3554587_D6R1VvriAligned.counts.txt.gz	Day6_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	6	day	1	room_temperature_deacclimation	deacclimation_budbreak	2210193	20383	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554588	GSM3554588_D6R2VvriAligned.counts.txt.gz	Day6_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	6	day	2	room_temperature_deacclimation	deacclimation_budbreak	6149338	22098	pass	
GSE124820	raw_counts	GSM3554589	GSM3554589_D6R3VvriAligned.counts.txt.gz	Day6_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	6	day	3	room_temperature_deacclimation	deacclimation_budbreak	5482345	21841	pass	
GSE124820	raw_counts	GSM3554590	GSM3554590_D6R4VvriAligned.counts.txt.gz	Day6_Rep4_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	6	day	4	room_temperature_deacclimation	deacclimation_budbreak	12237094	23327	pass	
GSE124820	raw_counts	GSM3554591	GSM3554591_D7R1VvriAligned.counts.txt.gz	Day7_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	7	day	1	room_temperature_deacclimation	deacclimation_budbreak	9253685	23324	pass	
GSE124820	raw_counts	GSM3554592	GSM3554592_D7R2VvriAligned.counts.txt.gz	Day7_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	7	day	2	room_temperature_deacclimation	deacclimation_budbreak	3176486	20896	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554593	GSM3554593_D7R3VvriAligned.counts.txt.gz	Day7_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	7	day	3	room_temperature_deacclimation	deacclimation_budbreak	7743456	22705	pass	
GSE124820	raw_counts	GSM3554594	GSM3554594_D8R1VvriAligned.counts.txt.gz	Day8_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	8	day	1	room_temperature_deacclimation	deacclimation_budbreak	4539722	22101	pass	
GSE124820	raw_counts	GSM3554595	GSM3554595_D8R2VvriAligned.counts.txt.gz	Day8_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	8	day	2	room_temperature_deacclimation	deacclimation_budbreak	2616945	21013	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554596	GSM3554596_D8R3VvriAligned.counts.txt.gz	Day8_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	8	day	3	room_temperature_deacclimation	deacclimation_budbreak	3526235	21514	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554597	GSM3554597_D8R4VvriAligned.counts.txt.gz	Day8_Rep4_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	8	day	4	room_temperature_deacclimation	deacclimation_budbreak	8594217	23368	pass	
GSE124820	raw_counts	GSM3554598	GSM3554598_D8R5VvriAligned.counts.txt.gz	Day8_Rep5_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	8	day	5	room_temperature_deacclimation	deacclimation_budbreak	594780	17838	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554599	GSM3554599_D9R1VvriAligned.counts.txt.gz	Day9_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	9	day	1	room_temperature_deacclimation	deacclimation_budbreak	1288360	18176	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554600	GSM3554600_D9R2VvriAligned.counts.txt.gz	Day9_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	9	day	2	room_temperature_deacclimation	deacclimation_budbreak	1492349	19039	fail	library_size_lt_25pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554601	GSM3554601_D9R3VvriAligned.counts.txt.gz	Day9_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	9	day	3	room_temperature_deacclimation	deacclimation_budbreak	8402944	23322	pass	
GSE124820	raw_counts	GSM3554602	GSM3554602_D10R1VvriAligned.counts.txt.gz	Day10_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	10	day	1	room_temperature_deacclimation	deacclimation_budbreak	20248517	23059	pass	
GSE124820	raw_counts	GSM3554603	GSM3554603_D10R2VvriAligned.counts.txt.gz	Day10_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	10	day	2	room_temperature_deacclimation	deacclimation_budbreak	6741693	22827	pass	
GSE124820	raw_counts	GSM3554604	GSM3554604_D10R3VvriAligned.counts.txt.gz	Day10_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	10	day	3	room_temperature_deacclimation	deacclimation_budbreak	7617450	22090	pass	
GSE124820	raw_counts	GSM3554605	GSM3554605_D11R1VvriAligned.counts.txt.gz	Day11_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	11	day	1	room_temperature_deacclimation	deacclimation_budbreak	3201824	18656	watch	library_size_lt_50pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554606	GSM3554606_D11R2VvriAligned.counts.txt.gz	Day11_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	11	day	2	room_temperature_deacclimation	deacclimation_budbreak	9863473	24265	pass	
GSE124820	raw_counts	GSM3554607	GSM3554607_D11R3VvriAligned.counts.txt.gz	Day11_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	11	day	3	room_temperature_deacclimation	deacclimation_budbreak	8946924	23589	pass	
GSE124820	raw_counts	GSM3554608	GSM3554608_D12R1VvriAligned.counts.txt.gz	Day12_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	12	day	1	room_temperature_deacclimation	deacclimation_budbreak	7789578	23674	pass	
GSE124820	raw_counts	GSM3554609	GSM3554609_D12R2VvriAligned.counts.txt.gz	Day12_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	12	day	2	room_temperature_deacclimation	deacclimation_budbreak	8609405	23626	pass	
GSE124820	raw_counts	GSM3554610	GSM3554610_D12R3VvriAligned.counts.txt.gz	Day12_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	12	day	3	room_temperature_deacclimation	deacclimation_budbreak	1899267	20400	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554611	GSM3554611_D13R1VvriAligned.counts.txt.gz	Day13_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	13	day	1	room_temperature_deacclimation	deacclimation_budbreak	2669994	21304	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554612	GSM3554612_D13R2VvriAligned.counts.txt.gz	Day13_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	13	day	2	room_temperature_deacclimation	deacclimation_budbreak	9345269	23474	pass	
GSE124820	raw_counts	GSM3554613	GSM3554613_D13R3VvriAligned.counts.txt.gz	Day13_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	13	day	3	room_temperature_deacclimation	deacclimation_budbreak	6244976	23344	pass	
GSE124820	raw_counts	GSM3554614	GSM3554614_D14R1VvriAligned.counts.txt.gz	Day14_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	14	day	1	room_temperature_deacclimation	deacclimation_budbreak	9577205	23961	pass	
GSE124820	raw_counts	GSM3554615	GSM3554615_D14R2VvriAligned.counts.txt.gz	Day14_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	14	day	2	room_temperature_deacclimation	deacclimation_budbreak	9328709	23837	pass	
GSE124820	raw_counts	GSM3554616	GSM3554616_D14R3VvriAligned.counts.txt.gz	Day14_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	14	day	3	room_temperature_deacclimation	deacclimation_budbreak	7719138	23357	pass	
GSE124820	raw_counts	GSM3554617	GSM3554617_D15R1VvriAligned.counts.txt.gz	Day15_Rep1_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	15	day	1	room_temperature_deacclimation	deacclimation_budbreak	15221614	24846	pass	
GSE124820	raw_counts	GSM3554618	GSM3554618_D15R2VvriAligned.counts.txt.gz	Day15_Rep2_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	15	day	2	room_temperature_deacclimation	deacclimation_budbreak	11706869	23828	pass	
GSE124820	raw_counts	GSM3554619	GSM3554619_D15R3VvriAligned.counts.txt.gz	Day15_Rep3_Vvri	Dormant Bud	Vitis vinifera	Riesling	Vvri	15	day	3	room_temperature_deacclimation	deacclimation_budbreak	9069730	23442	pass	
GSE124820	raw_counts	GSM3554620	GSM3554620_D0R1VripAligned.counts.txt.gz	Day0_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	1	room_temperature_deacclimation	deacclimation_budbreak	5793438	20599	pass	
GSE124820	raw_counts	GSM3554621	GSM3554621_D0R2VripAligned.counts.txt.gz	Day0_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	2	room_temperature_deacclimation	deacclimation_budbreak	6242399	21236	pass	
GSE124820	raw_counts	GSM3554622	GSM3554622_D0R3VripAligned.counts.txt.gz	Day0_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	3	room_temperature_deacclimation	deacclimation_budbreak	1856496	18731	watch	library_size_lt_50pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554623	GSM3554623_D0R4VripAligned.counts.txt.gz	Day0_Rep4_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	4	room_temperature_deacclimation	deacclimation_budbreak	1969272	18059	watch	library_size_lt_50pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554624	GSM3554624_D0R5VripAligned.counts.txt.gz	Day0_Rep5_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	5	room_temperature_deacclimation	deacclimation_budbreak	23024827	24335	pass	
GSE124820	raw_counts	GSM3554625	GSM3554625_D0R6VripAligned.counts.txt.gz	Day0_Rep6_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	0	day	6	room_temperature_deacclimation	deacclimation_budbreak	4156559	20279	pass	
GSE124820	raw_counts	GSM3554626	GSM3554626_D1R1VripAligned.counts.txt.gz	Day1_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	1	day	1	room_temperature_deacclimation	deacclimation_budbreak	11275598	23737	pass	
GSE124820	raw_counts	GSM3554627	GSM3554627_D1R2VripAligned.counts.txt.gz	Day1_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	1	day	2	room_temperature_deacclimation	deacclimation_budbreak	2500703	18954	watch	library_size_lt_50pct_median;detected_genes_lt_85pct_median
GSE124820	raw_counts	GSM3554628	GSM3554628_D1R3VripAligned.counts.txt.gz	Day1_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	1	day	3	room_temperature_deacclimation	deacclimation_budbreak	12230714	20527	pass	
GSE124820	raw_counts	GSM3554629	GSM3554629_D1R4VripAligned.counts.txt.gz	Day1_Rep4_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	1	day	4	room_temperature_deacclimation	deacclimation_budbreak	9539576	20943	pass	
GSE124820	raw_counts	GSM3554630	GSM3554630_D2R1VripAligned.counts.txt.gz	Day2_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	2	day	1	room_temperature_deacclimation	deacclimation_budbreak	10741165	23027	pass	
GSE124820	raw_counts	GSM3554631	GSM3554631_D2R2VripAligned.counts.txt.gz	Day2_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	2	day	2	room_temperature_deacclimation	deacclimation_budbreak	7135256	22557	pass	
GSE124820	raw_counts	GSM3554632	GSM3554632_D2R3VripAligned.counts.txt.gz	Day2_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	2	day	3	room_temperature_deacclimation	deacclimation_budbreak	5870348	21600	pass	
GSE124820	raw_counts	GSM3554633	GSM3554633_D3R1VripAligned.counts.txt.gz	Day3_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	3	day	1	room_temperature_deacclimation	deacclimation_budbreak	10426823	23113	pass	
GSE124820	raw_counts	GSM3554634	GSM3554634_D3R2VripAligned.counts.txt.gz	Day3_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	3	day	2	room_temperature_deacclimation	deacclimation_budbreak	2019906	19793	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554635	GSM3554635_D3R3VripAligned.counts.txt.gz	Day3_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	3	day	3	room_temperature_deacclimation	deacclimation_budbreak	7126250	22399	pass	
GSE124820	raw_counts	GSM3554636	GSM3554636_D3R4VripAligned.counts.txt.gz	Day3_Rep4_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	3	day	4	room_temperature_deacclimation	deacclimation_budbreak	2386836	19972	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554637	GSM3554637_D4R1VripAligned.counts.txt.gz	Day4_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	4	day	1	room_temperature_deacclimation	deacclimation_budbreak	2928786	14146	fail	library_size_lt_50pct_median;detected_genes_lt_70pct_median
GSE124820	raw_counts	GSM3554638	GSM3554638_D4R2VripAligned.counts.txt.gz	Day4_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	4	day	2	room_temperature_deacclimation	deacclimation_budbreak	393677	15453	fail	library_size_lt_25pct_median;detected_genes_lt_70pct_median
GSE124820	raw_counts	GSM3554639	GSM3554639_D4R3VripAligned.counts.txt.gz	Day4_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	4	day	3	room_temperature_deacclimation	deacclimation_budbreak	7004006	21927	pass	
GSE124820	raw_counts	GSM3554640	GSM3554640_D4R4VripAligned.counts.txt.gz	Day4_Rep4_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	4	day	4	room_temperature_deacclimation	deacclimation_budbreak	5744638	14954	fail	detected_genes_lt_70pct_median
GSE124820	raw_counts	GSM3554641	GSM3554641_D4R5VripAligned.counts.txt.gz	Day4_Rep5_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	4	day	5	room_temperature_deacclimation	deacclimation_budbreak	8433489	21752	pass	
GSE124820	raw_counts	GSM3554642	GSM3554642_D5R1VripAligned.counts.txt.gz	Day5_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	5	day	1	room_temperature_deacclimation	deacclimation_budbreak	6877430	22299	pass	
GSE124820	raw_counts	GSM3554643	GSM3554643_D5R2VripAligned.counts.txt.gz	Day5_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	5	day	2	room_temperature_deacclimation	deacclimation_budbreak	11828951	23200	pass	
GSE124820	raw_counts	GSM3554644	GSM3554644_D5R3VripAligned.counts.txt.gz	Day5_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	5	day	3	room_temperature_deacclimation	deacclimation_budbreak	4052637	19572	pass	
GSE124820	raw_counts	GSM3554645	GSM3554645_D6R1VripAligned.counts.txt.gz	Day6_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	6	day	1	room_temperature_deacclimation	deacclimation_budbreak	2931375	20622	watch	library_size_lt_50pct_median
GSE124820	raw_counts	GSM3554646	GSM3554646_D6R2VripAligned.counts.txt.gz	Day6_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	6	day	2	room_temperature_deacclimation	deacclimation_budbreak	5294149	21829	pass	
GSE124820	raw_counts	GSM3554647	GSM3554647_D6R3VripAligned.counts.txt.gz	Day6_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	6	day	3	room_temperature_deacclimation	deacclimation_budbreak	12601324	22988	pass	
GSE124820	raw_counts	GSM3554648	GSM3554648_D6R4VripAligned.counts.txt.gz	Day6_Rep4_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	6	day	4	room_temperature_deacclimation	deacclimation_budbreak	11738550	22879	pass	
GSE124820	raw_counts	GSM3554649	GSM3554649_D7R1VripAligned.counts.txt.gz	Day7_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	7	day	1	room_temperature_deacclimation	deacclimation_budbreak	9810078	23206	pass	
GSE124820	raw_counts	GSM3554650	GSM3554650_D7R2VripAligned.counts.txt.gz	Day7_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	7	day	2	room_temperature_deacclimation	deacclimation_budbreak	9801659	23463	pass	
GSE124820	raw_counts	GSM3554651	GSM3554651_D7R3VripAligned.counts.txt.gz	Day7_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	7	day	3	room_temperature_deacclimation	deacclimation_budbreak	9135890	22021	pass	
GSE124820	raw_counts	GSM3554652	GSM3554652_D8R1VripAligned.counts.txt.gz	Day8_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	8	day	1	room_temperature_deacclimation	deacclimation_budbreak	4570606	22571	pass	
GSE124820	raw_counts	GSM3554653	GSM3554653_D8R2VripAligned.counts.txt.gz	Day8_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	8	day	2	room_temperature_deacclimation	deacclimation_budbreak	7525819	22658	pass	
GSE124820	raw_counts	GSM3554654	GSM3554654_D8R3VripAligned.counts.txt.gz	Day8_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	8	day	3	room_temperature_deacclimation	deacclimation_budbreak	15730473	23950	pass	
GSE124820	raw_counts	GSM3554655	GSM3554655_D9R1VripAligned.counts.txt.gz	Day9_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	9	day	1	room_temperature_deacclimation	deacclimation_budbreak	8706900	22437	pass	
GSE124820	raw_counts	GSM3554656	GSM3554656_D9R2VripAligned.counts.txt.gz	Day9_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	9	day	2	room_temperature_deacclimation	deacclimation_budbreak	8846530	23181	pass	
GSE124820	raw_counts	GSM3554657	GSM3554657_D9R3VripAligned.counts.txt.gz	Day9_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	9	day	3	room_temperature_deacclimation	deacclimation_budbreak	15621661	24672	pass	
GSE124820	raw_counts	GSM3554658	GSM3554658_D10R1VripAligned.counts.txt.gz	Day10_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	10	day	1	room_temperature_deacclimation	deacclimation_budbreak	12419108	22709	pass	
GSE124820	raw_counts	GSM3554659	GSM3554659_D10R2VripAligned.counts.txt.gz	Day10_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	10	day	2	room_temperature_deacclimation	deacclimation_budbreak	11866760	23969	pass	
GSE124820	raw_counts	GSM3554660	GSM3554660_D10R3VripAligned.counts.txt.gz	Day10_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	10	day	3	room_temperature_deacclimation	deacclimation_budbreak	14219499	24413	pass	
GSE124820	raw_counts	GSM3554661	GSM3554661_D11R1VripAligned.counts.txt.gz	Day11_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	11	day	1	room_temperature_deacclimation	deacclimation_budbreak	7917876	22391	pass	
GSE124820	raw_counts	GSM3554662	GSM3554662_D11R2VripAligned.counts.txt.gz	Day11_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	11	day	2	room_temperature_deacclimation	deacclimation_budbreak	13571231	24418	pass	
GSE124820	raw_counts	GSM3554663	GSM3554663_D11R3VripAligned.counts.txt.gz	Day11_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	11	day	3	room_temperature_deacclimation	deacclimation_budbreak	7410472	22981	pass	
GSE124820	raw_counts	GSM3554664	GSM3554664_D12R1VripAligned.counts.txt.gz	Day12_Rep1_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	12	day	1	room_temperature_deacclimation	deacclimation_budbreak	36146446	26537	pass	
GSE124820	raw_counts	GSM3554665	GSM3554665_D12R2VripAligned.counts.txt.gz	Day12_Rep2_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	12	day	2	room_temperature_deacclimation	deacclimation_budbreak	14202488	24507	pass	
GSE124820	raw_counts	GSM3554666	GSM3554666_D12R3VripAligned.counts.txt.gz	Day12_Rep3_Vrip	Dormant Bud	Vitis riparia	PI588275	Vrip	12	day	3	room_temperature_deacclimation	deacclimation_budbreak	6331304	22952	pass	
